user_id,post_id,label,grade,college,major,campus,board,tags,topic_type,time_period,location,location_scope,hot_score,final_hot_score,quality_score,content_sim_score,itemcf_score,profile_match_score,time_scene_score,location_scene_score,multi_interest_score,source_count,recall_sources,post_age_hours,dwell_time
u_ext_00230,p_ext_000875,1,大三,中文系,传播学,珠海校区,考研保研,考研|408,学习,下午,图书馆,教学区,37.3,0.2124383343084733,0.02852941176470588,0.0025472877087836547,0.0,0.09090909090909091,0.0,0.0,0.0025472877087836547,0,unknown,4189.9287286075,61
dTJtZmdwZTIxYStUcUxYVGxHV1RvNGUzZUtLWmQ0ZHRpR2lJcVpsL3g3UERvb2l3bGRHcnE0UzRwcm1BZXErdWxaT0lzWVNFYjJpSmlXSjI=,p_ext_001202,0,大四,外国语学院,英语,南校园,问答求助,课程资料|求问|宿舍,生活,下午,教学区,全校,4253.5,556.1784856956745,0.08047775436857108,0.7284995619141066,0.0,0.375,0.0,1.0,0.7284995619141066,0,unknown,159.54539527416665,7
u_ext_00194,p_ext_000500,1,大四,中文系,新闻学,北校园,二手交易,租房|教材|二手交易,生活,下午,食堂区,教学区,191.3,1.6585734134297707,0.061594202898550714,0.007283815291824123,0.0,0.18181818181818182,0.0,0.0,0.007283815291824123,0,unknown,2744.162061940833,95
czMxbnNaU251NUNBcHI2cGlHVzhkNGE2ZktXRlk2S0poMmlpZ28rbTA5dkZvMzJ5Z0xpN2VwV295TnVIWnNxTmhaUjhwSnFGaklTRGVXSjI=,p_ext_000669,0,研二,外国语学院,日语,深圳校区,问答求助,打印店|校园卡|宿舍|求问,生活,下午,教学区,全校,121.7,0.6994148929488258,0.06247401247401247,0.5846709205118147,0.0,0.6666666666666666,0.0,1.0,0.5846709205118147,0,unknown,4152.062061940833,4
u_ext_00245,p_ext_001661,1,大三,电子信息学院,电子信息工程,深圳校区,实习就业,就业|面试|实习|简历,发展,下午,教学区,教学区,96.5,1.2107828291557678,0.04098557692307692,0.03170790009894104,0.0,0.4,0.0,1.0,0.03170790009894104,0,unknown,1888.8120619408332,52
u_ext_00265,p_ext_001053,0,大二,管理学院,市场营销,东校园,问答求助,打印店|校园卡|求问|课程资料|宿舍,生活,下午,教学区,教学区,92.6,0.7194804988864774,0.05959459459459459,0.0,0.0,0.45454545454545453,0.0,1.0,0.0,0,unknown,3064.8953952741663,8
u_ext_00446,p_ext_001469,0,大一,管理学院,信息管理,北校园,校园生活,共享厨房|校园生活,社交,下午,食堂区,图书馆,42.300000000000004,0.7945866699438546,0.03736263736263736,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0,unknown,1253.6453952741667,3
u_ext_00423,p_ext_000621,1,研三,外国语学院,商务英语,南校园,兼职实习,兼职|薪资|实习,发展,下午,教学区,全校,434.5000000000001,3.2228832753655037,0.08844472204871953,0.0,0.0,0.09090909090909091,0.0,1.0,0.0,0,unknown,3211.612061940833,18
u_ext_00106,p_ext_000351,0,大三,医学院,基础医学,北校园,问答求助,求问|校园卡|宿舍|课程资料,生活,下午,教学区,宿舍区,1998.8,685.8378569735165,0.04990292440237835,0.0,0.0,0.36363636363636365,0.0,0.0,0.0,0,unknown,45.945395274166664,8
d24ramduK1VzcTkvdHI2VGdYbTRubjYzaUk2TllxS2ttWXQ4b28xK3ViU3prSXlyZzd1bmk1T24wTFNXZTlKM2Y1U1dpSXFHaEk2TGlXSjI=,p_ext_001975,0,大三,医学院,基础医学,深圳校区,问答求助,校园卡|打印店|求问|宿舍,生活,下午,教学区,校外,61.1,0.4999382812928186,0.07259414225941423,0.163424454487006,0.0,0.4444444444444444,0.0,0.0,0.163424454487006,0,unknown,2909.162061940833,5
cjMrRms1ZXJyNE4vcWR2YWlJdktySkxjbHFlTG5hYXJpNkdpajVxbTA2KzFrSFd6bHMrN281UFF0cTZJZTZTRGdMcUxhWkNkZkdpQ2VXSjI=,2101587306,0,大四,管理学院,信息管理,南校园,问答求助,求问|校园卡,生活,下午,教学区,全校,208.90000000000003,184.81345306483647,0.004985337243401759,0.0,0.0,0.1111111111111111,0.0,1.0,0.0,0,unknown,3.127895274166667,6
u_ext_00163,p_ext_000341,0,大二,中文系,新闻学,东校园,问答求助,求问|宿舍|打印店|课程资料|校园卡,生活,下午,食堂区,食堂区,202.10000000000002,5.277937218121715,0.05965346534653465,0.0,0.0,0.45454545454545453,0.0,1.0,0.0,0,unknown,894.9953952741666,3
dTVDWHJKZk51MzkvcHFhbWlhTzhoSmFvbG95YWlJeVJsb3BqcUlHenBKbXdqcDZ3aWREWXFJZVMwTmFCWnM1bmhxZHFhWnlHZ0lLRmlXSjI=,p_ext_001563,1,研三,法学院,知识产权,东校园,二手交易,租房|电动车|教材|二手交易|闲置,生活,下午,教学区,教学区,65.5,0.6288053502261644,0.04607142857142857,0.23167139732878725,0.0,1.0,0.0,1.0,0.23167139732878725,0,unknown,2475.9787286074998,71
u_ext_00424,p_ext_001144,0,大三,中文系,汉语言文学,南校园,竞赛科研,组队|创新项目|科研项目|竞赛|论文,发展,下午,宿舍区,教学区,171.60000000000002,1.7240488692114733,0.08183229813664596,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0,unknown,2364.7953952741664,8
u_ext_00160,p_ext_001172,0,研一,计算机学院,数据科学,南校园,问答求助,打印店|课程资料,生活,下午,教学区,教学区,229.79999999999998,2.1869988185223446,0.08314154200230149,0.0,0.0,0.08333333333333333,0.0,1.0,0.0,0,unknown,2497.8120619408332,4
u_ext_00473,p_ext_001449,0,大四,计算机学院,软件工程,南校园,问答求助,求问|课程资料|打印店,生活,下午,食堂区,校外,118.60000000000001,6.446449290299128,0.07305986696230597,0.0026757645224818384,0.0,0.16666666666666666,0.0,0.0,0.0026757645224818384,0,unknown,417.5453952741667,8
c28rQmlJdlF4SzZIemE3YmdZM05aWk9UZEtTYVlZU0NoWXVpb3BxTnlwZkZwSUN6bGFlM1pvYTN6OXFLZk5xT2hMYUlvNG1HZklLSmlXSjI=,p_ext_001188,0,研一,法学院,法学,珠海校区,问答求助,课程资料|校园卡|宿舍|求问,生活,下午,教学区,教学区,21.2,0.8296841752436287,0.061176470588235284,0.5099588508811396,0.0,0.5,0.0,1.0,0.5099588508811396,0,unknown,589.2453952741666,1
u_ext_00251,p_ext_000830,0,研二,电子信息学院,物联网工程,南校园,二手交易,教材|二手交易|闲置|电动车|租房,生活,下午,校外,全校,179.79999999999998,1.1601157843555696,0.07632743362831858,0.0,0.0,0.45454545454545453,0.0,1.0,0.0,0,unknown,3695.6287286075,8
u_ext_00276,p_ext_000276,0,大四,管理学院,工商管理,深圳校区,二手交易,电动车|教材,生活,下午,教学区,宿舍区,4774.200000000001,29.514814189979106,0.0874083409715857,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0,unknown,3858.1453952741663,1
u_ext_00326,p_ext_000828,0,大二,外国语学院,日语,南校园,问答求助,校园卡|求问,生活,晚上,图书馆,校外,180.79999999999998,6.696343880906878,0.08419497784342689,0.0,0.0,0.18181818181818182,0.0,0.0,0.0,0,unknown,623.9953952741666,4
c3BDRWE1YmRzNmFXdDVqWmlxUE9nWWpQZUg2RmVKNktsNHQ4azRlUXg5YXpmYUtyaEttcmZaT1NxcGVFcjdSOGc3YWFnSTJjYjJtWHIySjI=,p_ext_000928,0,大一,外国语学院,翻译,南校园,问答求助,打印店|宿舍|校园卡|课程资料,生活,晚上,教学区,校外,20.1,0.3621090432464089,0.07402597402597402,0.3057356161311867,0.0,0.5,0.25,0.0,0.3057356161311867,0,unknown,1308.1953952741667,5
u_ext_00209,p_ext_000504,0,大二,法学院,知识产权,东校园,问答求助,课程资料|打印店|宿舍|校园卡,生活,晚上,图书馆,食堂区,59.10000000000001,1.1300082615576865,0.08847926267281106,0.0,0.0,0.36363636363636365,0.25,0.0,0.0,0,unknown,1231.2120619408333,8
u_ext_00411,p_ext_001449,0,大四,计算机学院,信息安全,南校园,问答求助,求问|课程资料|打印店,生活,晚上,食堂区,校外,118.60000000000001,6.446449290299128,0.07305986696230597,0.0,0.0,0.15384615384615385,0.25,0.0,0.0,0,unknown,417.5453952741667,7
cjdLWGpuK1V5R2VTcWNpdWwzcXduWWVTcG95T2hwNXJpWXQ0Zkl5Tng3aTJmbzF1aExpYWJJUzUxNWFXWjgxcGxiZUloSnVGZjJ1SmlXSjI=,p_ext_000785,0,研三,数学学院,数学与应用数学,珠海校区,问答求助,打印店|宿舍|课程资料|校园卡,生活,晚上,教学区,食堂区,39.00000000000001,0.2847729764113832,0.08758865248226949,0.0,0.0,0.6666666666666666,0.25,0.0,0.0,0,unknown,3262.8287286074997,8
u_ext_00329,p_ext_000681,0,研三,外国语学院,日语,珠海校区,二手交易,租房|二手交易|教材|电动车|闲置,生活,晚上,图书馆,教学区,941.8000000000001,6.835930323072994,0.07426795580110496,0.00568293271464083,0.0,0.2727272727272727,0.0,0.0,0.00568293271464083,0,unknown,3282.5287286075,8
dXFLSmlwYW5zNnlVa3FxM2xtVzRycGE0ZDIyT2VZeG9sMmlBb1psOG05N0RrSWh1Z2Flam9aV1UwTmlVcjZPdGk2aWhzSnQ1Z0hxRmlXSjI=,p_ext_000383,1,研三,电子信息学院,通信工程,南校园,问答求助,校园卡|求问,生活,晚上,教学区,宿舍区,37.300000000000004,1.4652300949034915,0.06133333333333333,0.06624427150592209,0.0,0.25,0.0,0.0,0.06624427150592209,0,unknown,586.9620619408333,115
u_ext_00158,p_ext_000463,0,研二,中文系,传播学,珠海校区,兼职实习,薪资|招聘|实习,发展,晚上,教学区,宿舍区,86.60000000000001,0.7298747002017667,0.04232876712328767,0.014143204569488017,0.0,0.18181818181818182,0.0,0.0,0.014143204569488017,0,unknown,2823.612061940833,4
u_ext_00214,p_ext_000418,0,大三,中文系,新闻学,珠海校区,实习就业,面试|招聘|实习|简历|就业,发展,晚上,图书馆,校外,44.0,0.4100235121321154,0.07865853658536584,0.0971908560534871,0.0,0.16666666666666666,0.0,0.0,0.0971908560534871,0,unknown,2551.462061940833,1
dFd0MWZJbXFxNnVFcDZuWGdhQ3ZxNU9uZUlxUnE0eCtobjJFZ1p1bnZhNnlhSG1xbDZpV25vZTJ6NUtJWjZlc2tyZUFib2hobm4rSWlXSjI=,p_ext_000373,0,研三,计算机学院,网络工程,北校园,二手交易,二手交易|租房|闲置|教材|电动车,生活,晚上,教学区,食堂区,47.199999999999996,0.6644460869807678,0.07138888888888889,0.0008288387013808666,0.0,0.5555555555555556,0.0,0.0,0.0008288387013808666,0,unknown,1680.8787286075,5
u_ext_00109,p_ext_001338,0,大三,法学院,知识产权,南校园,考研保研,学习经验|保研,学习,晚上,宿舍区,全校,62.0,0.3891811753203144,0.0384469696969697,0.0,0.0,0.18181818181818182,0.25,1.0,0.0,0,unknown,3799.412061940833,8
u_ext_00426,2101556378,0,大二,电子信息学院,通信工程,南校园,问答求助,求问|校园卡,生活,晚上,宿舍区,全校,59.3,50.68755995074277,0.012277580071174379,0.0,0.0,0.2,0.0,1.0,0.0,0,unknown,4.077895274166667,3
u_ext_00167,p_ext_000245,0,大三,公共卫生学院,护理学,深圳校区,考研保研,考研|408|复试,学习,晚上,校外,校外,104.3,0.716959200343858,0.050235849056603776,0.10854682203129631,0.0,0.07692307692307693,0.25,1.0,0.10854682203129631,0,unknown,3467.412061940833,7
dEthZmJaT29zMmlHcXNpWGpZdWpxNVROWTdDUmVLMnVtS0dXa0l5bXFicTFwbmx0aGJpdmpwUzRxWlNFWmJ5RGk4Mk1ocGgybW5xSGlXSjI=,p_ext_001194,0,大四,电子信息学院,电子信息工程,南校园,问答求助,课程资料|校园卡,生活,晚上,教学区,图书馆,66.60000000000001,0.4907038178763665,0.10407725321888411,0.17892777390706188,0.0,0.25,0.25,0.0,0.17892777390706188,0,unknown,3233.362061940833,6
u_ext_00233,p_ext_002000,1,研三,法学院,知识产权,珠海校区,二手交易,闲置|租房|教材,生活,晚上,校外,食堂区,8.1,0.17248894821003444,0.03714285714285714,0.0,0.0,0.2727272727272727,0.0,0.0,0.0,0,unknown,1103.0287286075,55
u_ext_00462,p_ext_001207,0,大三,管理学院,工商管理,东校园,社团活动,交友|志愿服务|活动|招新|社团,社交,晚上,图书馆,图书馆,50.3,0.5386010678500844,0.07903225806451614,0.40986427055688324,0.0,0.23076923076923078,0.0,1.0,0.40986427055688324,0,unknown,2217.3620619408334,3
u_ext_00150,p_ext_001524,0,大四,医学院,临床医学,珠海校区,问答求助,校园卡|宿舍,生活,晚上,宿舍区,宿舍区,589.9000000000001,42.173947570646035,0.09703018500486854,0.0,0.0,0.16666666666666666,0.0,1.0,0.0,0,unknown,311.6953952741667,6
u_ext_00117,p_ext_000421,0,研二,电子信息学院,自动化,北校园,二手交易,二手交易|电动车|租房,生活,晚上,教学区,食堂区,68.60000000000001,1.063798125241466,0.07490494296577946,0.14472888891652536,0.0,0.3333333333333333,0.0,0.0,0.14472888891652536,0,unknown,1523.6620619408334,3
u_ext_00396,p_ext_000475,0,研一,外国语学院,日语,北校园,社团活动,社团|招新,社交,晚上,宿舍区,图书馆,202.20000000000005,1.8844517260454776,0.061842105263157886,0.010887039812442626,0.0,0.0,0.0,0.0,0.010887039812442626,0,unknown,2551.1787286074996,3
u_ext_00283,p_ext_001438,0,研三,中文系,新闻学,深圳校区,二手交易,电动车|闲置|教材|租房,生活,深夜,食堂区,教学区,71.9,0.5830526709006947,0.02477064220183486,0.0055655158316460515,0.0,0.4444444444444444,0.0,0.0,0.0055655158316460515,0,unknown,2935.5953952741665,3
u_ext_00405,p_ext_000488,0,大三,外国语学院,日语,东校园,考研保研,复试|保研,学习,深夜,食堂区,教学区,74.2,0.4462007469992166,0.05778145695364238,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0,unknown,3967.0287286075,7
u_ext_00252,p_ext_001765,0,研三,公共卫生学院,公共卫生,南校园,二手交易,租房|电动车|闲置|教材,生活,深夜,食堂区,全校,60.4,1.884689174383318,0.06540084388185655,0.0,0.0,0.4,0.0,1.0,0.0,0,unknown,745.1453952741667,6
u_ext_00334,p_ext_000244,1,大三,公共卫生学院,公共卫生,北校园,考研保研,复试|学习经验|保研|考研|408,学习,深夜,宿舍区,校外,172.5,4.573345549850758,0.048934659090909084,0.0,0.0,0.4,0.0,0.0,0.0,0,unknown,881.2453952741666,111
u_ext_00231,p_ext_000240,0,大二,数学学院,统计学,深圳校区,问答求助,校园卡|求问|宿舍|课程资料|打印店,生活,深夜,宿舍区,校外,103.9,1.0976099012666627,0.05885922330097087,0.021607364982687005,0.0,0.15384615384615385,0.0,0.0,0.021607364982687005,0,unknown,2247.8453952741665,2
u_ext_00423,p_ext_001549,0,研三,外国语学院,商务英语,南校园,问答求助,校园卡|求问|课程资料|宿舍|打印店,生活,深夜,教学区,图书馆,233.5,22.98963159148293,0.03789525691699605,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown,219.76206194083332,4
u_ext_00136,p_ext_001664,0,大二,计算机学院,信息安全,南校园,问答求助,求问|课程资料,生活,深夜,教学区,校外,53.30000000000001,0.5952318000136089,0.08756345177664974,0.8151839790269948,0.0,0.15384615384615385,0.0,0.0,0.8151839790269948,0,unknown,2125.0787286075,7
u_ext_00218,p_ext_000351,0,大四,管理学院,市场营销,北校园,问答求助,求问|校园卡|宿舍|课程资料,生活,深夜,宿舍区,宿舍区,1998.8,685.8378569735165,0.04990292440237835,0.25624995350364077,0.0,0.3333333333333333,0.0,1.0,0.25624995350364077,0,unknown,45.945395274166664,7
u_ext_00378,p_ext_001284,1,大三,中文系,传播学,北校园,实习就业,实习|招聘|就业,发展,深夜,食堂区,宿舍区,70.0,0.3919697168518989,0.05087412587412587,0.0,0.0,0.18181818181818182,0.0,0.0,0.0,0,unknown,4262.045395274166,42
u_ext_00240,p_ext_001390,0,大三,管理学院,信息管理,深圳校区,问答求助,求问|校园卡|打印店|课程资料|宿舍,生活,深夜,图书馆,全校,536.2,54.83581778527128,0.04456861868573982,0.0,0.0,0.0,0.0,1.0,0.0,0,unknown,210.6787286075,6
u_ext_00127,p_ext_000196,0,研二,外国语学院,英语,深圳校区,二手交易,租房|二手交易|闲置|电动车,生活,深夜,图书馆,图书馆,217.1,2.219683143252287,0.10072559366754617,0.0,0.0,0.4444444444444444,0.0,1.0,0.0,0,unknown,2323.3620619408334,4
u_ext_00280,p_ext_001117,0,大二,管理学院,信息管理,东校园,问答求助,求问|课程资料|打印店|宿舍,生活,深夜,图书馆,全校,128.3,1.2891618020416937,0.08920086393088553,0.0003619160237455377,0.0,0.25,0.0,1.0,0.0003619160237455377,0,unknown,2364.5287286075,2
u_ext_00438,2101582125,0,大二,外国语学院,翻译,南校园,问答求助,求问|校园卡,生活,深夜,教学区,全校,80.80000000000001,71.09052881497443,0.0,0.0,0.0,0.2,0.0,1.0,0.0,0,unknown,3.2778952741666667,4
d24rcmJvQzN4R2w4bEpuSmlaK3NncE9TaElHQ1k1cHVpWDJoc1lPUHJiTzdmWnVIakxuTmwzN05uYzJZZkxoOGhaS01yWTJyaktxRGVXSjI=,p_ext_000939,0,研三,医学院,基础医学,南校园,问答求助,打印店|求问,生活,深夜,教学区,食堂区,431.40000000000003,3.6455327437617924,0.053555045871559626,0.26781587676967566,0.0,0.2222222222222222,0.0,0.0,0.26781587676967566,0,unknown,2816.0787286074997,4
u_ext_00136,p_ext_001186,0,大二,计算机学院,信息安全,南校园,问答求助,打印店|课程资料|校园卡|宿舍|求问,生活,深夜,教学区,全校,3620.7000000000003,24.371136581114424,0.06629734513274335,0.018681889987120285,0.0,0.38461538461538464,0.0,1.0,0.018681889987120285,0,unknown,3541.5620619408332,8
u_ext_00442,p_ext_001840,0,大三,计算机学院,网络工程,南校园,问答求助,求问|宿舍|校园卡|打印店|课程资料,生活,深夜,食堂区,全校,283.7,3.3383637237892105,0.06555455365193869,0.0,0.0,0.5,0.0,1.0,0.0,0,unknown,2015.5620619408332,5
u_ext_00480,2101533358,0,研三,外国语学院,翻译,北校园,二手交易,二手交易|闲置|实习,生活,深夜,教学区,全校,19.6,16.121793418611645,0.0,0.03449153460203919,0.0,0.2727272727272727,0.0,1.0,0.03449153460203919,0,unknown,5.1778952741666675,6
czQrRmdaV3IwWW1FcHNpa2xwK2tycFduZUt1WVpKcUFqb2w4ajQyT25LeTRqWmVUZnBQVWFuK1NzdEdHbjg1K2k4MkVzSm1GaUhxRmlXSjI=,p_ext_001788,1,研一,法学院,法学,深圳校区,问答求助,打印店|宿舍|求问|课程资料|校园卡,生活,深夜,教学区,图书馆,60.300000000000004,7.210927774516223,0.03590225563909775,0.4625680225240274,0.0,0.7142857142857143,0.0,0.0,0.4625680225240274,0,unknown,176.69539527416666,115
u_ext_00436,p_ext_000398,0,研二,计算机学院,网络工程,深圳校区,问答求助,打印店|校园卡|课程资料,生活,深夜,宿舍区,教学区,130.5,1.1299331504346801,0.09046121593291405,0.0078218921154523,0.0,0.06666666666666667,0.0,0.0,0.0078218921154523,0,unknown,2747.8453952741665,1
dzR1bXNvZW5zNjJTcU5TbW1IeW9qSVM2ZUtLSWhvQnRnNHFpajVxbHRhdkRpMngrazVPV2JJYVRxcktYakxoL2xkQ1dpNXgzZzJpWHIySjI=,p_ext_000155,0,研二,数学学院,信息与计算科学,北校园,问答求助,校园卡|打印店,生活,深夜,教学区,食堂区,54.300000000000004,0.35252789578933896,0.07560386473429952,0.465039048981556,0.0,0.25,0.0,0.0,0.465039048981556,0,unknown,3672.7287286074998,3
u_ext_00397,2101506146,0,大三,电子信息学院,通信工程,南校园,校园生活,校园生活|食堂|宿舍,社交,深夜,教学区,全校,89.4,59.14345316300289,0.006091954022988505,0.0,0.0,0.0,0.0,1.0,0.0,0,unknown,12.277895274166665,7
dG9DanFaZlJ0bWFMcHJLV2dHZXdqSk9tZ0tpTFpJQ0VtR2VxcElTTno3N0RnSDJ0aGFxVnFIN1Fxc3lWZXM2R2hicUlySXVyaUkrSGlXSjI=,p_ext_000920,0,研一,中文系,传播学,珠海校区,恋爱交友,拍照|羽毛球|搭子|交友|活动,社交,深夜,教学区,教学区,144.4,0.7948115741460353,0.06625441696113074,0.35610304724562086,0.0,0.625,0.0,1.0,0.35610304724562086,0,unknown,4336.2787286075,7
u_ext_00346,p_ext_000399,0,研二,数学学院,信息与计算科学,南校园,二手交易,教材|电动车|租房,生活,深夜,图书馆,宿舍区,84.70000000000002,1.5994392894916523,0.03664850136239782,0.0253952580523301,0.0,0.08333333333333333,0.0,0.0,0.0253952580523301,0,unknown,1246.9453952741667,8
u_ext_00496,p_ext_000245,0,大三,电子信息学院,自动化,珠海校区,考研保研,考研|408|复试,学习,深夜,宿舍区,校外,104.3,0.716959200343858,0.050235849056603776,0.01946217576035577,0.0,0.3,0.0,0.0,0.01946217576035577,0,unknown,3467.412061940833,7
cjMrRms1ZXJyNE4vcWR2YWlJdktySkxjbHFlTG5hYXJpNkdpajVxbTA2KzFrSFd6bHMrN281UFF0cTZJZTZTRGdMcUxhWkNkZkdpQ2VXSjI=,p_ext_001593,0,大四,管理学院,信息管理,南校园,二手交易,电动车|闲置|教材|二手交易,生活,深夜,教学区,食堂区,128.80000000000004,1.3966504455755602,0.08368869936034114,0.0,0.0,0.5,0.0,0.0,0.0,0,unknown,2189.295395274167,1
u_ext_00351,p_ext_000507,0,大一,公共卫生学院,预防医学,北校园,食堂生活,优惠|窗口测评|拼饭|校园生活,生活,深夜,校外,教学区,326.1,2.9543669940923407,0.07007154213036565,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0,unknown,2625.0953952741665,2
u_ext_00247,p_ext_000990,0,大四,医学院,口腔医学,珠海校区,二手交易,租房|教材,生活,深夜,宿舍区,教学区,570.2,23.708444265675706,0.09570000000000001,0.08687727298897242,0.0,0.18181818181818182,0.0,0.0,0.08687727298897242,0,unknown,553.2120619408333,4
cjdLWGpuK1V5R2VTcWNpdWwzcXduWWVTcG95T2hwNXJpWXQ0Zkl5Tng3aTJmbzF1aExpYWJJUzUxNWFXWjgxcGxiZUloSnVGZjJ1SmlXSjI=,p_ext_001799,1,研三,数学学院,数学与应用数学,珠海校区,问答求助,打印店|求问|校园卡|课程资料,生活,深夜,教学区,图书馆,55.50000000000001,0.4583154218135991,0.06674311926605504,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0,unknown,2882.2953952741664,57
czMxb2s1V3ExWWFIemN5bWhLR29wWWVTaktDSllXdDdpcUJqYnBta3RaYXVqMzE4bFphcmZuMlR6OW1XcjdDQWs3cUltWWlJWnJDWHIySjI=,p_ext_000483,1,大四,法学院,法学,北校园,问答求助,校园卡|宿舍,生活,深夜,教学区,教学区,113.6,0.6502893179420935,0.0468041237113402,0.11473550092120462,0.0,0.2,0.0,1.0,0.11473550092120462,0,unknown,4168.595395274167,13
u_ext_00472,2101513711,0,研二,电子信息学院,通信工程,南校园,问答求助,求问|校园卡,生活,深夜,食堂区,全校,166.4,112.6187714532643,0.002430133657351154,0.0011420014949027446,0.0,0.2,0.0,1.0,0.0011420014949027446,0,unknown,11.461228607499999,7
u_ext_00170,p_ext_001572,0,研一,计算机学院,数据科学,珠海校区,竞赛科研,创新项目|科研项目|论文|竞赛|组队,发展,深夜,食堂区,食堂区,87.10000000000001,0.582717715086968,0.060495626822157436,0.0,0.0,0.058823529411764705,0.0,1.0,0.0,0,unknown,3563.3287286074997,8
u_ext_00373,2101110140,0,大一,公共卫生学院,护理学,北校园,问答求助,求问|校园卡,生活,深夜,食堂区,全校,1296.2,1073.5355244289601,0.0034194053208137717,0.0,0.0,0.0,0.0,1.0,0.0,0,unknown,4.977895274166667,2
u_ext_00338,2101557408,0,大三,公共卫生学院,预防医学,珠海校区,问答求助,求问|校园卡,生活,深夜,宿舍区,全校,45.4,38.875555561401185,0.005656108597285068,0.009646983952693462,0.0,0.2,0.0,1.0,0.009646983952693462,0,unknown,4.027895274166666,8
