post_id,tag_id,tag_name,tag_weight,source
p_ext_000133,tag_0006,租房,0.7327,extract
p_ext_000133,tag_0004,二手交易,0.6051,extract
p_ext_000134,tag_0002,校园卡,0.6962,extract
p_ext_000134,tag_0015,课程资料,0.8482,extract
p_ext_000134,tag_0009,宿舍,0.6668,extract
p_ext_000134,tag_0016,打印店,0.6393,extract
p_ext_000135,tag_0022,教材,0.6952,extract
p_ext_000135,tag_0004,二手交易,0.7146,extract
p_ext_000135,tag_0005,闲置,0.8361,extract
p_ext_000135,tag_0021,电动车,0.8718,extract
p_ext_000135,tag_0006,租房,0.7077,extract
p_ext_000136,tag_0035,羽毛球,0.7483,extract
p_ext_000136,tag_0036,活动,0.8386,extract
p_ext_000136,tag_0010,交友,0.5676,extract
p_ext_000136,tag_0037,拍照,0.5898,extract
p_ext_000137,tag_0038,校车,0.7352,extract
p_ext_000137,tag_0011,食堂,0.9443,extract
p_ext_000138,tag_0039,组队,0.9879,extract
p_ext_000138,tag_0040,竞赛,0.9089,extract
p_ext_000139,tag_0001,求问,0.8035,extract
p_ext_000139,tag_0016,打印店,0.8298,extract
p_ext_000139,tag_0002,校园卡,0.9919,extract
p_ext_000139,tag_0009,宿舍,0.9237,extract
p_ext_000140,tag_0010,交友,0.7604,extract
p_ext_000140,tag_0037,拍照,0.7494,extract
p_ext_000140,tag_0036,活动,0.6836,extract
p_ext_000140,tag_0035,羽毛球,0.7938,extract
p_ext_000141,tag_0030,给分,0.5257,extract
p_ext_000141,tag_0029,老师,0.5356,extract
p_ext_000141,tag_0031,课程评价,0.9291,extract
p_ext_000142,tag_0012,校园生活,0.7593,extract
p_ext_000142,tag_0009,宿舍,0.6976,extract
p_ext_000143,tag_0022,教材,0.9778,extract
p_ext_000143,tag_0006,租房,0.5528,extract
p_ext_000144,tag_0039,组队,0.7502,extract
p_ext_000144,tag_0041,创新项目,0.538,extract
p_ext_000145,tag_0035,羽毛球,0.5571,extract
p_ext_000145,tag_0037,拍照,0.9164,extract
p_ext_000145,tag_0008,搭子,0.6767,extract
p_ext_000146,tag_0006,租房,0.9293,extract
p_ext_000146,tag_0004,二手交易,0.764,extract
p_ext_000146,tag_0021,电动车,0.5285,extract
p_ext_000147,tag_0016,打印店,0.6665,extract
p_ext_000147,tag_0001,求问,0.7551,extract
p_ext_000147,tag_0009,宿舍,0.6638,extract
p_ext_000147,tag_0002,校园卡,0.7436,extract
p_ext_000148,tag_0037,拍照,0.918,extract
p_ext_000148,tag_0035,羽毛球,0.7207,extract
p_ext_000149,tag_0009,宿舍,0.7115,extract
p_ext_000149,tag_0002,校园卡,0.6552,extract
p_ext_000149,tag_0016,打印店,0.6698,extract
p_ext_000149,tag_0001,求问,0.8371,extract
p_ext_000150,tag_0016,打印店,0.7043,extract
p_ext_000150,tag_0002,校园卡,0.7181,extract
p_ext_000151,tag_0015,课程资料,0.7926,extract
p_ext_000151,tag_0016,打印店,0.9503,extract
p_ext_000151,tag_0009,宿舍,0.614,extract
p_ext_000152,tag_0002,校园卡,0.6603,extract
p_ext_000152,tag_0009,宿舍,0.8095,extract
p_ext_000152,tag_0015,课程资料,0.8452,extract
p_ext_000152,tag_0016,打印店,0.9315,extract
p_ext_000152,tag_0001,求问,0.6523,extract
p_ext_000153,tag_0016,打印店,0.5716,extract
p_ext_000153,tag_0001,求问,0.876,extract
p_ext_000153,tag_0015,课程资料,0.9741,extract
p_ext_000153,tag_0009,宿舍,0.9969,extract
p_ext_000153,tag_0002,校园卡,0.7022,extract
p_ext_000154,tag_0002,校园卡,0.5901,extract
p_ext_000154,tag_0015,课程资料,0.5612,extract
p_ext_000154,tag_0016,打印店,0.6428,extract
p_ext_000154,tag_0001,求问,0.6374,extract
p_ext_000155,tag_0002,校园卡,0.8803,extract
p_ext_000155,tag_0016,打印店,0.7776,extract
p_ext_000156,tag_0042,共享厨房,0.9822,extract
p_ext_000156,tag_0038,校车,0.7751,extract
p_ext_000156,tag_0009,宿舍,0.5747,extract
p_ext_000156,tag_0012,校园生活,0.7534,extract
p_ext_000156,tag_0011,食堂,0.9355,extract
p_ext_000157,tag_0009,宿舍,0.6652,extract
p_ext_000157,tag_0016,打印店,0.6592,extract
p_ext_000158,tag_0016,打印店,0.8043,extract
p_ext_000158,tag_0009,宿舍,0.6439,extract
p_ext_000159,tag_0001,求问,0.5446,extract
p_ext_000159,tag_0002,校园卡,0.5692,extract
p_ext_000159,tag_0016,打印店,0.8924,extract
p_ext_000159,tag_0009,宿舍,0.5253,extract
p_ext_000159,tag_0015,课程资料,0.8852,extract
p_ext_000160,tag_0006,租房,0.7941,extract
p_ext_000160,tag_0022,教材,0.6193,extract
p_ext_000160,tag_0021,电动车,0.9148,extract
p_ext_000160,tag_0004,二手交易,0.6815,extract
p_ext_000160,tag_0005,闲置,0.6396,extract
p_ext_000161,tag_0043,科研项目,0.7618,extract
p_ext_000161,tag_0041,创新项目,0.969,extract
p_ext_000161,tag_0044,论文,0.94,extract
p_ext_000161,tag_0039,组队,0.8193,extract
p_ext_000162,tag_0015,课程资料,0.6252,extract
p_ext_000162,tag_0009,宿舍,0.8375,extract
p_ext_000162,tag_0001,求问,0.913,extract
p_ext_000162,tag_0002,校园卡,0.6593,extract
p_ext_000163,tag_0004,二手交易,0.7313,extract
p_ext_000163,tag_0022,教材,0.675,extract
p_ext_000163,tag_0005,闲置,0.7457,extract
p_ext_000163,tag_0021,电动车,0.726,extract
p_ext_000164,tag_0039,组队,0.5837,extract
p_ext_000164,tag_0040,竞赛,0.7726,extract
p_ext_000164,tag_0043,科研项目,0.8359,extract
p_ext_000165,tag_0045,窗口测评,0.863,extract
p_ext_000165,tag_0011,食堂,0.8741,extract
p_ext_000165,tag_0046,优惠,0.5377,extract
p_ext_000165,tag_0028,拼饭,0.8285,extract
p_ext_000165,tag_0012,校园生活,0.5505,extract
p_ext_000166,tag_0008,搭子,0.7739,extract
p_ext_000166,tag_0010,交友,0.6338,extract
p_ext_000166,tag_0036,活动,0.883,extract
p_ext_000166,tag_0035,羽毛球,0.8894,extract
p_ext_000166,tag_0037,拍照,0.871,extract
p_ext_000167,tag_0002,校园卡,0.5324,extract
p_ext_000167,tag_0015,课程资料,0.8981,extract
p_ext_000167,tag_0001,求问,0.5994,extract
p_ext_000167,tag_0016,打印店,0.9953,extract
p_ext_000167,tag_0009,宿舍,0.6738,extract
p_ext_000168,tag_0016,打印店,0.8857,extract
p_ext_000168,tag_0001,求问,0.7086,extract
p_ext_000169,tag_0047,面试,0.6546,extract
p_ext_000169,tag_0048,招聘,0.9208,extract
p_ext_000169,tag_0049,简历,0.9103,extract
p_ext_000169,tag_0050,就业,0.6713,extract
p_ext_000169,tag_0014,实习,0.9312,extract
p_ext_000170,tag_0037,拍照,0.9215,extract
p_ext_000170,tag_0008,搭子,0.9987,extract
p_ext_000170,tag_0035,羽毛球,0.8054,extract
p_ext_000170,tag_0010,交友,0.6404,extract
p_ext_000170,tag_0036,活动,0.8856,extract
p_ext_000171,tag_0009,宿舍,0.6136,extract
p_ext_000171,tag_0001,求问,0.5448,extract
p_ext_000171,tag_0015,课程资料,0.8901,extract
p_ext_000171,tag_0002,校园卡,0.7457,extract
p_ext_000171,tag_0016,打印店,0.5768,extract
p_ext_000172,tag_0016,打印店,0.5864,extract
p_ext_000172,tag_0009,宿舍,0.7665,extract
p_ext_000172,tag_0002,校园卡,0.5793,extract
p_ext_000173,tag_0016,打印店,0.9408,extract
p_ext_000173,tag_0015,课程资料,0.7834,extract
p_ext_000173,tag_0002,校园卡,0.7454,extract
p_ext_000174,tag_0016,打印店,0.693,extract
p_ext_000174,tag_0009,宿舍,0.6873,extract
p_ext_000174,tag_0002,校园卡,0.8214,extract
p_ext_000175,tag_0002,校园卡,0.5655,extract
p_ext_000175,tag_0016,打印店,0.7231,extract
p_ext_000175,tag_0001,求问,0.5534,extract
p_ext_000176,tag_0002,校园卡,0.6006,extract
p_ext_000176,tag_0015,课程资料,0.6001,extract
p_ext_000176,tag_0001,求问,0.8989,extract
p_ext_000177,tag_0016,打印店,0.5396,extract
p_ext_000177,tag_0009,宿舍,0.575,extract
p_ext_000177,tag_0001,求问,0.6811,extract
p_ext_000177,tag_0002,校园卡,0.7752,extract
p_ext_000178,tag_0016,打印店,0.6721,extract
p_ext_000178,tag_0015,课程资料,0.6483,extract
p_ext_000178,tag_0001,求问,0.659,extract
p_ext_000179,tag_0002,校园卡,0.7452,extract
p_ext_000179,tag_0001,求问,0.7007,extract
p_ext_000180,tag_0009,宿舍,0.854,extract
p_ext_000180,tag_0015,课程资料,0.6489,extract
p_ext_000180,tag_0016,打印店,0.9925,extract
p_ext_000180,tag_0001,求问,0.9856,extract
p_ext_000181,tag_0001,求问,0.7484,extract
p_ext_000181,tag_0009,宿舍,0.729,extract
p_ext_000181,tag_0015,课程资料,0.6971,extract
p_ext_000181,tag_0016,打印店,0.7711,extract
p_ext_000181,tag_0002,校园卡,0.9905,extract
p_ext_000182,tag_0009,宿舍,0.7216,extract
p_ext_000182,tag_0038,校车,0.5328,extract
p_ext_000182,tag_0011,食堂,0.7891,extract
p_ext_000182,tag_0042,共享厨房,0.6761,extract
p_ext_000183,tag_0008,搭子,0.8294,extract
p_ext_000183,tag_0036,活动,0.713,extract
p_ext_000184,tag_0016,打印店,0.6024,extract
p_ext_000184,tag_0002,校园卡,0.8805,extract
p_ext_000184,tag_0001,求问,0.729,extract
p_ext_000184,tag_0015,课程资料,0.763,extract
p_ext_000185,tag_0051,学习交流,0.8392,extract
p_ext_000185,tag_0032,学习经验,0.5751,extract
p_ext_000185,tag_0052,复习资料,0.7866,extract
p_ext_000185,tag_0053,考试,0.7625,extract
p_ext_000186,tag_0016,打印店,0.7298,extract
p_ext_000186,tag_0001,求问,0.7547,extract
p_ext_000186,tag_0009,宿舍,0.7742,extract
p_ext_000186,tag_0015,课程资料,0.5111,extract
p_ext_000187,tag_0021,电动车,0.7209,extract
p_ext_000187,tag_0004,二手交易,0.6901,extract
p_ext_000188,tag_0012,校园生活,0.6571,extract
p_ext_000188,tag_0028,拼饭,0.7459,extract
p_ext_000188,tag_0011,食堂,0.8394,extract
p_ext_000188,tag_0045,窗口测评,0.8894,extract
p_ext_000188,tag_0046,优惠,0.518,extract
p_ext_000189,tag_0016,打印店,0.8497,extract
p_ext_000189,tag_0015,课程资料,0.5976,extract
p_ext_000189,tag_0009,宿舍,0.5603,extract
p_ext_000189,tag_0002,校园卡,0.6978,extract
p_ext_000189,tag_0001,求问,0.8114,extract
p_ext_000190,tag_0037,拍照,0.6763,extract
p_ext_000190,tag_0008,搭子,0.8491,extract
p_ext_000191,tag_0016,打印店,0.5031,extract
p_ext_000191,tag_0001,求问,0.8414,extract
p_ext_000191,tag_0002,校园卡,0.8192,extract
p_ext_000192,tag_0009,宿舍,0.6044,extract
p_ext_000192,tag_0042,共享厨房,0.536,extract
p_ext_000192,tag_0038,校车,0.5171,extract
p_ext_000192,tag_0012,校园生活,0.6898,extract
p_ext_000193,tag_0015,课程资料,0.5216,extract
p_ext_000193,tag_0009,宿舍,0.6829,extract
p_ext_000193,tag_0002,校园卡,0.6073,extract
