user_id,nickname,user_level,user_level_title,grade,college,major,campus,interest_tags,register_time,is_new_user,questionnaire_filled,default_location,status
czQrTmdYK3FyNFdVcDh6S2xvcXdoNVRNZUdpUmQ1MXFsbWVIc1lPbHZidTFhNStSbHFtbmk0dTFuWldYb05LRmZOeUlpWnA1ZkllVnIySjI=,***,5,本科生,大二,中文系,新闻学,北校园,求问|校园卡,2026-02-03 10:51:00,0,0,教学区,normal
d29DSWJJelBvNHlGemN2WGluck5xNWJPaEthWlk1Q29ncU9NZ3BlTng2KzdnSnB0aDZldXI0ZTQxTmlDZkp1ZmhOQjhtWW1maDZxRGVXSjI=,励志练出彭于晏的身材,6,硕士生,大一,计算机学院,人工智能,深圳校区,二手交易|闲置,2026-02-03 10:50:00,0,0,教学区,normal
dHBCMW81U254WDZEemEyVmhhRGFkbjdPZ0lDUllwbHBsNHFtb1l0OXJiVERzb0J0ZjVhM2lwYTYwOU9WZkp0NWxLaUFqWkYwYjRlSWlXSjI=,非洲大草原,6,硕士生,研三,法学院,知识产权,北校园,求问|校园卡|东校,2026-02-03 10:49:00,0,0,教学区,normal
cm55WHBYKzZ4WVdWbGJxcmpLS3dkbituWjdLRnEzeUNoMlY4ZjVpbXo5Q3pvbld4aHJ1cnI0V1QxSzJXamNhT2xybUloSVdhcW5xWHIySjI=,荔枝滑蛋饭,5,本科生,大三,公共卫生学院,护理学,珠海校区,二手交易|闲置,2026-02-03 10:45:00,0,0,教学区,normal
dzQrWGhaYTV6V3FGdDlUTGdudW9yb1dUbld5TmhvQnFqbWlJcTQrbXk5SERwcHVobFpYVmdZYXBsYWlHZkp0K2hhcUVlcHVjWnFxRGVXSjI=,怎么这也有重名,4,高中生,研一,法学院,知识产权,珠海校区,二手交易|闲置|南校,2026-02-03 10:44:00,0,0,教学区,normal
dUtSNWI0UzNxbWFTcU5DN2w2SzBwNUxQcW9lWW5LMnhpWXBtYkltQnRhckNhcU9qaTg2N2ZwSzUzTmVZaXE5bGdwSjRhWkdkcHF1S2lXSjI=,哈哈哈哈哈哈哈嗝,4,高中生,研二,医学院,临床医学,北校园,交友|搭子|东校,2026-02-03 10:32:00,0,0,教学区,normal
dzQ5b2JJYTYwWXVLdHN5cGwzeXNacGFwaEdxT201cDhpNG1Nam94cnNlQ3ZhbXhwaTlETlpwV1MyS21ZakxTT2tyZDNzSVdlYjRHWHIySjI=,秒哈仙人,5,本科生,大四,电子信息学院,通信工程,珠海校区,校园生活|食堂,2026-02-03 10:32:00,0,0,教学区,normal
dElDZmU0VzYwV2VHemRpcmxxSFNwSVdTcXFpYVlaNTltSHBqcTRGc3FjNnZnSVdPZ0xpbmVvdXBxcnVXZmJCbWdLcWhiSnAzZkh1SGlXSjI=,mmomom,4,高中生,大三,医学院,基础医学,东校园,求问|校园卡|南校|东校,2026-02-03 10:30:00,0,0,教学区,normal
dDQ1MWk1ZTN4YkIvazY2MmxYcXdvSU8zZktHWWhxWm9tR2RqYVptUnZhN0NwWTJLaDZlM1pwWE9wcFNNWnJSK2twSnJlcGxpa0krTGlXSjI=,我是薯饼王,5,本科生,研三,中文系,传播学,珠海校区,求问|校园卡,2026-02-03 10:29:00,0,0,教学区,normal
dGFKNGFZQ1QxWWFIMExiUWwyYTRoMzY0bW9lUmVLMXBsNkdMYVkyaTE5T3dmWmVFaGFpV3JwUE4zTGlJcjhxTWk2cWlzcG1Jakh1WHIySjI=,MWhite,6,硕士生,研二,管理学院,市场营销,珠海校区,求问|校园卡,2026-02-03 10:26:00,0,0,教学区,normal
dTRDRmFwWFJwNDJVejc3WWdHYk5aNFRRbldpY2lIeVNpV2VJaW9kcHZKYXRhS3VSbGJqVWFaU3BuZEtVYU1xbWs2aVdmb1NKcHFtRGVXSjI=,有马加奈,5,本科生,大一,电子信息学院,电子信息工程,珠海校区,二手交易|闲置|南校,2026-02-03 10:25:00,0,0,教学区,normal
dTJtZmdwZTIxYStUcUxYVGxHV1RvNGUzZUtLWmQ0ZHRpR2lJcVpsL3g3UERvb2l3bGRHcnE0UzRwcm1BZXErdWxaT0lzWVNFYjJpSmlXSjI=,会飞的天使,6,硕士生,大四,外国语学院,英语,南校园,求问|校园卡|宿舍,2026-02-03 10:24:00,0,0,教学区,normal
dDM5c2U1T29yNmlEdXFtU2xxTzNhSlc0YzJ1RWRwQ3NqbnByb1lPUHk2dTNhbVNxaHF1cXJvWFFxckdLb3NxbWxycUliWXhqaktLT3IySjI=,贰贰贰,4,高中生,大四,计算机学院,信息安全,深圳校区,求问|校园卡,2026-02-03 10:20:00,0,0,教学区,normal
cnFSOW81YVRsckNXdXFiTGhHak5ySWpPbm9tR2lJTnJqb3Q3cjRTUHNOeTRwSFd4ZjdpdnJwUFB0cTJOWjdSbmlzK2VwSkY0b211V3IySjI=,情意绵绵枪击,4,高中生,研一,管理学院,工商管理,东校园,求问|校园卡|宿舍|租房,2026-02-03 10:19:00,0,0,教学区,normal
eEk5OXBvZk9tbjk4bE5UVGhYcktwSC9RZEsrRVlwcDlsbWg0Z29xenVKakRmMnh0bEx1eWE0V3BsYzJYZTdobGZwT01pWXVKZ0xLS2lXSjI=,苹什猫mia,5,本科生,研一,管理学院,会计学,深圳校区,求问|校园卡,2026-02-03 10:18:00,0,0,教学区,normal
dzR1bXNvZW5zNjJTcU5TbW1IeW9qSVM2ZUtLSWhvQnRnNHFpajVxbHRhdkRpMngrazVPV2JJYVRxcktYakxoL2xkQ1dpNXgzZzJpWHIySjI=,小二白,7,博士生,研二,数学学院,信息与计算科学,北校园,求问|校园卡,2026-02-03 10:17:00,0,0,教学区,normal
cm11YmY0YlIwWHlHdHJLeG1IbXNoSWZQaUt5SWg1Q0hnV2lMc1lOK3JkVEZhcVp0aU0rN2pZU3F1dG1VWnNhZmxhaC9hNHhrZzdDV3IySjI=,llssqqbb,3,初中生,大一,外国语学院,翻译,深圳校区,求问|校园卡,2026-02-03 10:17:00,0,0,教学区,normal
dFkybnBuL2RzNm1XdDY2eGpJdk9nb2FTZUlpY25wMnZoNjVyckkyUHJiaTRmSnVqbHF2RWFvQzNyckdIaXJPc2dzMTRoSVdIZDY2SmlXSjI=,YishU,3,初中生,研二,法学院,法学,深圳校区,二手交易|闲置,2026-02-03 10:12:00,0,0,教学区,normal
dEk5a2duK3JxcStJcVpYUWhtYThqWVdwbGE2TmRtdU9pSDJhcEllUnBkRzdmWUN4ZjVXcWFaS3F6OWlJZkphdGZaT2FiSnBpakxLR2lXSjI=,一瓶冷却液,4,高中生,大四,公共卫生学院,护理学,东校园,二手交易|闲置,2026-02-03 10:10:00,0,0,教学区,normal
eEdxWGlwU1dzbXFTdXNqV2xIckdmNFROaUt5YWlJaW9sNGwwYkltTnVkQ3lqSVZwbEtpV2ZKT1VsYzZZamFpTGhLZG5oNHliZ0llSGlXSjI=,蓝色小女孩,4,高中生,大三,医学院,临床医学,珠海校区,求问|校园卡,2026-02-03 10:10:00,0,0,教学区,normal
eEg2ZmtJYVd0Nm1WdHFxN2dYdTBkNE9VZ0tTT2VZZHRnWWltaUppT3ZOM0VqNFdOaGMzRm5vYXExTXFDZmNaOWhxWjRycENHWjIyRGVXSjI=,鸡柳大人,5,本科生,大二,外国语学院,翻译,深圳校区,求问|校园卡,2026-02-03 10:04:00,0,0,教学区,normal
c21pZm9ZeXFsbytVemRDemxXZmFxNUtWaEs2TW5hYW1oWitWYklxUXo4ZXZhb0duaHFyRmhZcVVxWlNWZk5acWxxaWVyNWgybnJDV3IySjI=,拂过,2,小学生,大四,中文系,汉语言文学,深圳校区,求问|校园卡|东校,2026-02-03 10:04:00,0,0,教学区,normal
dzVCMXI0WFB5WTJGbExYWGpZcTRub3FUb29LRllhNnRtWXVFaDRlTW01bXVzbml2aEpXU2tJak50ZGlNakxSNGtxZG5hSVI0ZkpLS2lXSjI=,秋草春生,7,博士生,大四,公共卫生学院,预防医学,南校园,求问|校园卡,2026-02-03 10:01:00,0,0,教学区,normal
dzVCMXI0WFB5WTJGbExYWGpZcTRub3FUb29LRllhNnRtWXVFaDRlUnk3ckZqNDJCaTlHM3JJdXB1dGFHZTZScGZxZUFhSm1Gbm02R2lXSjI=,秋草春生,7,博士生,大一,中文系,汉语言文学,北校园,求问|校园卡,2026-02-03 10:00:00,0,0,教学区,normal
dXFLSmlwYW5zNnlVa3FxM2xtVzRycGE0ZDIyT2VZeG9sMmlBb1psOG05N0RrSWh1Z2Flam9aV1UwTmlVcjZPdGk2aWhzSnQ1Z0hxRmlXSjI=,卷摆二象性,2,小学生,研三,电子信息学院,通信工程,南校园,求问|校园卡,2026-02-03 09:59:00,0,0,教学区,normal
cm9DQWJZYlF1MmFTdU15MWxtZXNhSkxPaUdpTG5vQ2tmNjkwYVl0cXo3MjNmNGx1bDdxdmZvWE9wczJFYU1wb2ZKU1dnSW1KZUpLVnIySjI=,皇帝,6,硕士生,大四,医学院,基础医学,北校园,求问|校园卡,2026-02-03 09:55:00,0,0,教学区,normal
dTQ2TmZJemRxbWw5azY2MWpYcThnNHFTbnEySm5ZeHRnWitNcElxa3ZiQ3ZqWDJ4ZjlDU2U1SzZwcldVZmJpRmhhbXFwWXVHbnF1SGlXSjI=,Qqsbdo,5,本科生,大三,法学院,法学,珠海校区,求问|校园卡|东校|图书馆,2026-02-03 09:53:00,0,0,教学区,normal
dFg2QmZJdVZxMzJIMExLemduM1NucE9VbG91Q1laQ1JpM3Q0cW9xT21LbTdnS04vaU16VWE1Yk50cWVOWjhhS2xzK3FiSXljbW4yTnIySjI=,忽如一夜春风来,3,初中生,研一,法学院,法学,东校园,求问|校园卡,2026-02-03 09:53:00,0,0,教学区,normal
dzR5RnNJVFFybWFHM0xhNWdudThvNHVuZzdDSmRZU3JnWXA0a28rano5M0ZqM21EbGMzRm5vaXBzWmFVWjVPRGlybU1tWkdJZ0c2WXIySjI=,momopro,5,本科生,大二,医学院,基础医学,深圳校区,二手交易|闲置|宿舍,2026-02-03 09:45:00,0,0,教学区,normal
dEthZmJaT29zMmlHcXNpWGpZdWpxNVROWTdDUmVLMnVtS0dXa0l5bXFicTFwbmx0aGJpdmpwUzRxWlNFWmJ5RGk4Mk1ocGgybW5xSGlXSjI=,奶黄包mmm,4,高中生,大四,电子信息学院,电子信息工程,南校园,求问|校园卡,2026-02-03 09:41:00,0,0,教学区,normal
eFkrRms1UE56YkNDdGRlV2lXaXNuSlBRbFd5YWhZUi9tWTJJZTVxbnNhaTZhcCtBakpXYXBKVzJ2dENIak5acGdyZW1hbzEzZkgyRmlXSjI=,二锅水,4,高中生,大四,医学院,临床医学,东校园,二手交易|闲置,2026-02-03 09:40:00,0,0,教学区,normal
cm82QnJvemRxbW1Va3JuYmpJdXNycFBRaUsrUWlZQjhsWHBqYXBoOXZiQzNmNDJIaHFxdmFZZlB5NVNHamNtdWhxWjBob2llaEpHWHIySjI=,猫为什么一直响,6,硕士生,大一,外国语学院,英语,珠海校区,求问|校园卡,2026-02-03 09:39:00,0,0,教学区,normal
dzJxanFaZXB4WWVWdWEzVGphRzBvWDNjZElxUW5xNTZtS0dlYklTQXg4ZkVwWDJRaHRDVmEzNnAxSk9JZWJDS2hxbVdyNXFjb29PRGVXSjI=,***,3,初中生,大四,公共卫生学院,护理学,南校园,求问|校园卡,2026-02-03 09:35:00,0,0,教学区,normal
czMxbnNaU251NUNBcHI2cGlHVzhkNGE2ZktXRlk2S0poMmlpZ28rbTA5dkZvMzJ5Z0xpN2VwV295TnVIWnNxTmhaUjhwSnFGaklTRGVXSjI=,朝辞,4,高中生,研二,外国语学院,日语,深圳校区,求问|校园卡,2026-02-03 09:34:00,0,0,教学区,normal
dUtWc2lJaW9scUtTdWRDNGhubXpaSUMzbm5xRm5wbXdobzJpbzVDbTI5ckVmcHRyaHM2U29KVE8xTkNKWjdTVmxxcWVob3ViaDdDTnIySjI=,我补要上学啊啊,6,硕士生,大二,外国语学院,日语,珠海校区,求问|校园卡,2026-02-03 09:32:00,0,0,教学区,normal
eFkxNWo0ZTdxNHVMazZxdGw0dTRkMzY2ZktxT2hZU3NsMmVWYklXTnJkMnZmNStEZjVUTmVZT1RzcWFZaXF5Vms3bWxhNXRocldpTGlXSjI=,CS爱好者,4,高中生,大四,数学学院,信息与计算科学,珠海校区,求问|校园卡|南校|搭子,2026-02-03 09:23:00,0,0,教学区,normal
dXFXbnJaU3FrcStTMjUzT2dhTFdvSWJOYTZDRVlZeVJnb3VJclp1TnZiQzBhR1NoZ05Demg0clExTnFJb2Nab2haS0VmWU5qcW4rT3IySjI=,C罗粉丝,4,高中生,大四,管理学院,市场营销,东校园,二手交易|闲置,2026-02-03 09:15:00,0,0,教学区,normal
cjQycmtJeTN0NGQrejh6Q2xuelNlSCszbm1pRWQ2Si9nbjEzcjRGcHNiYkNqYWVCbGMvTmdINlYxTXlCbzdkbWs2WjhyNWxoZkkyWHIySjI=,ns,4,高中生,大二,电子信息学院,自动化,珠海校区,求问|校园卡,2026-02-03 09:04:00,0,0,教学区,normal
cm95WGhwZTZ1NFNLbE1pNGdaK25aNHJRZUt5YWRvQ2toWXBqczVlQW5KYTBwSW1TZ0x2RVozKzN6TFNDakp0bmxybUFoSmgxa0c2TGlXSjI=,集友mer,4,高中生,研三,法学院,知识产权,北校园,求问|校园卡|图书馆,2026-02-03 09:02:00,0,0,教学区,normal
eFgyamdvR28xR2lTdWRqTmg2KzhuNFROcG9HYm5KQ0ppcCthZTVDUDB0MnZqNk9JaHMyamVvak12cWFYaXBPbWY4MmVrSW1lYjRPSWlXSjI=,ccb,3,初中生,大二,法学院,知识产权,深圳校区,求问|校园卡,2026-02-03 08:58:00,0,0,教学区,normal
dG1tSmZJZXJ1NEdEM01pMmpZcTBhcFMybm9pSW01MXRsWHlJcDRwK3FiMjRqNFJyaHBXbWFaU3F2czZHakxPdGc4OWpzb3FjZTJtSmlXSjI=,desolation,4,高中生,大四,法学院,法学,深圳校区,二手交易|闲置|南校,2026-02-03 08:54:00,0,0,教学区,normal
d24rcmJvQzN4R2w4bEpuSmlaK3NncE9TaElHQ1k1cHVpWDJoc1lPUHJiTzdmWnVIakxuTmwzN05uYzJZZkxoOGhaS01yWTJyaktxRGVXSjI=,小白鞋,5,本科生,研三,医学院,基础医学,南校园,求问|校园卡|东校,2026-02-03 08:52:00,0,0,教学区,normal
dG4yZnBJaXJzcTUrcXE2b2wyZXNhSlc2aDIyTWlhR3dpcDkzYllPTnh0eTFwV051ZjdxU3BIN2N0ckdCZWJoNmhyZDhwWkNkZklXV3IySjI=,清风徐来水,4,高中生,大二,公共卫生学院,预防医学,南校园,二手交易|闲置,2026-02-03 08:49:00,0,0,教学区,normal
dGFONWhJUE5xNkdEdWI2NWZtalNaWXFVZUxHTmg2S0FqV2RqZ0p1bng5bTBqNWVTbExtN2FYMlVsYkdJak01cGhhbUVlNXA1aEsyQ2VXSjI=,柠檬,1,幼儿园,研二,法学院,知识产权,珠海校区,二手交易|闲置,2026-02-03 08:48:00,0,0,教学区,normal
dEk2YnFKVzQyR2lTenE2NmlZM1NmWlRjbXFXTGVKbXZpM3Flc1pkcnZkckZhbm1JaHN5YXNKTzVzdHFOak5hbWhKV2VzcEdGZ0txS2lXSjI=,阿白IllI,6,硕士生,研三,医学院,口腔医学,东校园,求问|校园卡,2026-02-03 08:47:00,0,0,教学区,normal
dDZOa2ZJeTRyMzZIbExhV2hJbkdvbnlWbm8rRWlZdHJoNitla1pwcXhwcXpqV1NrbHF1anI0QzZxZHFOZk5xQWY4K0FqNGFIcHBtWXIySjI=,集友39464,5,本科生,大三,计算机学院,人工智能,北校园,求问|校园卡,2026-02-03 08:43:00,0,0,教学区,normal
dG8yWGtaYlFyNCtHMExLUmxYcldhWlRRZUg2Wm0zaWxpSDJEc0kybXg4NjdwbjJPbGRDU3FJZW11czZYZWNaNmY3aUlmb3VmZUlLTGlXSjI=,youyou酱,3,初中生,研二,医学院,口腔医学,深圳校区,求问|校园卡|南校,2026-02-03 08:39:00,0,0,教学区,normal
eEtTZWJaYlExWHFJemFxWGhZdW9yb3ZNZjJtUW5vU0VpbzJXaEltbHVkQ3pvbzJ5bGRISmc1YTZ0c3VNak5LR2xMZVdyb1ZrbnBtSGlXSjI=,于北辰,6,硕士生,大一,公共卫生学院,护理学,北校园,求问|校园卡,2026-02-03 08:38:00,0,0,教学区,normal
d21xQmg0aVRrbytHcXFxNm1JbkdwMzY2b2JDY25KbXdpNHllZzVtT201aXZhNStsbHMydXFJV25sSkdZb3Bkb2xaS0hycGlFYjRlSWlXSjI=,一二叁,3,初中生,研三,医学院,口腔医学,东校园,求问|校园卡,2026-02-03 08:36:00,0,0,教学区,normal
dFh5ZXNvaVR5YStMdHNpbGw0M09vSWpQZklxTGg0OXNob3FFazVkOXFKYkVhcDV1aEx1emUzNlUwSzZHb0t5Q2lLYUFiSkNIakdtR2lXSjI=,可口不可乐,4,高中生,研一,数学学院,统计学,深圳校区,求问|校园卡,2026-02-03 08:34:00,0,0,教学区,normal
c3BDRWE1YmRzNmFXdDVqWmlxUE9nWWpQZUg2RmVKNktsNHQ4azRlUXg5YXpmYUtyaEttcmZaT1NxcGVFcjdSOGc3YWFnSTJjYjJtWHIySjI=,upupup,5,本科生,大一,外国语学院,翻译,南校园,求问|校园卡,2026-02-03 08:29:00,0,0,教学区,normal
dDJ1WHNZQ25vMzJGdHI3UGlZck5aNFhRZUl1Sm5LcUpnb3hucVl5eno3QzRqcDZ3bE4yN3BwVGN2cStOWnNXcWlwT01wWVY1cGFxQmVXSjI=,一梦清晨,3,初中生,大二,中文系,汉语言文学,南校园,二手交易|闲置|实习,2026-02-03 08:26:00,0,0,教学区,normal
eHFPRWJaV25xMnFUemE2bmxtYW5aSmFxZktXWllZaUJtWitJZll0K25OU3Zmbld3aDgydmlZWGNwWkdLbjhhaGg1S2VpSnRqZklHT3IySjI=,洛,1,幼儿园,研二,电子信息学院,电子信息工程,南校园,求问|校园卡,2026-02-03 08:22:00,0,0,教学区,normal
d24ramduK1VzcTkvdHI2VGdYbTRubjYzaUk2TllxS2ttWXQ4b28xK3ViU3prSXlyZzd1bmk1T24wTFNXZTlKM2Y1U1dpSXFHaEk2TGlXSjI=,集友_k9HmZMb,2,小学生,大三,医学院,基础医学,深圳校区,求问|校园卡|南校,2026-02-03 08:21:00,0,0,教学区,normal
c0h4NWlJelF0bXAvdHNlVmYyZkdqSlMzZ0lHWXE2S25pWHFXcklWKzI3akZmSmVBbHFtN3FaU25zcGFXbjZTTGhxbVphNFZob3FtSGlXSjI=,啾一口甜,4,高中生,大三,管理学院,市场营销,东校园,求问|校园卡|宿舍|租房,2026-02-03 08:08:00,0,0,教学区,normal
eFdsOWtZeXAwWDZWenE3UGpHWE9vWDZxZEpDT2Q2S0FtWXQ0cklGcms1ckdvNSt5ZlpTN2tJZVVycnFBWnFTbGs2cWFpWnlmaUh5SGlXSjI=,moomnmo,5,本科生,大三,数学学院,数学与应用数学,南校园,求问|校园卡|图书馆,2026-02-03 08:01:00,0,0,教学区,normal
c0h4NWlJelF0bXAvdHNlVmYyZkdqSlMzZ0lHWXE2S25pWHFXckpwcDE3ZTJpMnlLbGN5YWpJdmJuY0tCbzgxa2dMZWloWTZJcHBHSGlXSjI=,啾一口甜,4,高中生,研三,中文系,新闻学,珠海校区,求问|校园卡|宿舍|租房,2026-02-03 07:53:00,0,0,教学区,normal
dDMxb2E0ZmMxYU9XcWR5MGxJMjhwSDdRZElhTXFxcVpnbnlJaW9lbno3RzFmb21uZmQzTmlZUFF1ZGlJb05Hc2lwS2FpSU5qbldxWHIySjI=,AAA秋葵批发,3,初中生,大一,计算机学院,软件工程,东校园,求问|校园卡,2026-02-03 07:41:00,0,0,教学区,normal
