post_id,author_id,cate_id,board,title,content,img_count,has_image,publish_time,post_age_hours,tags,topic_type,location_scope,price,need_pay,has_contact_info,report_status,finish_status,status,content_length,keyword_list
2101614176,cjVCNGE0ek5wNjZGenE3VGpXZTNaSC9PYzZxRmVJaXRpbnBucm9scXp0MjFnSUdobHJpbnNJV3AzS3lCb2M2bmc3aDByWTEzZjJxV3IySjI=,105,问答求助,南校外卖,现在外卖是不能派送进校了嘛？填了宿舍楼的地址，一直显示：该地址无法收货，请填写校内可配送地址。应该怎么填呀,0,0,2026-06-03 11:09:00,1.7159,求问|校园卡|南校|宿舍,生活,全校,0.0,0,0,0,10,normal,53,求问|校园卡|南校|宿舍
2101613371,cjMrRms1ZXJyNE4vcWR2YWlJdktySkxjbHFlTG5hYXJpNkdpajVxbTA2KzFrSFd6bHMrN281UFF0cTZJZTZTRGdMcUxhWkNkZkdpQ2VXSjI=,101,二手交易,深圳校区出床垫,"一年前买的乳胶弹簧床垫，两面可睡，一面硬一面软。尺寸1.2m*2m,适合东园双人间。几乎全新，未拆塑封，721购入，现在400出。可线下看实物。",3,1,2026-06-03 11:08:00,1.7326,二手交易|闲置,生活,全校,0.0,0,0,0,10,normal,72,二手交易|闲置
2101612909,dG9DanFaZlJ0bWFMcHJLV2dHZXdqSk9tZ0tpTFpJQ0VtR2VxcElTTno3N0RnSDJ0aGFxVnFIN1Fxc3lWZXM2R2hicUlySXVyaUkrSGlXSjI=,302,恋爱交友,怎么自然的和男生开始聊天,"怎么自然的和一个人开始聊天呢？
如果突然找一个男生聊天，对方会觉得你对他有意思吗？
作为男生，什么样的聊天模式会让你觉得很自然？或者说什么聊天话题会觉得自然？",0,0,2026-06-03 11:07:00,1.7493,交友|搭子,社交,全校,0.0,0,0,0,10,normal,79,交友|搭子
2101610652,eFdwb29wZlJ5YStGazYyVmdLTFNpSlMyakxLTWQ2WnRsbnhuYm95T3k2eTNwcHF5Zjg3RmpvYTVxc3lJakplRWk1V0VxNW1jZ0s2Q2VXSjI=,105,问答求助,集电找舍友,"rt，大一升大二找舍友（男），希望 作息规律 – 晚上11点后尽量安静，不熬夜打游戏/大声连麦。
 无不良嗜好 – 不抽烟！不酗酒，不沉迷喧闹娱乐。
 爱干净 – 每天洗澡， 安静 – 不外放刷视频、不砸门、不经常带人回宿舍吵闹。

如果也是不想被噪音困扰，只求互相尊重、互不干扰的人欢迎联系qq2167120073",0,0,2026-06-03 11:04:00,1.7993,求问|校园卡|宿舍,生活,全校,0.0,0,0,0,10,normal,158,求问|校园卡|宿舍
2101610306,czQrRmdaV3IwWW1FcHNpa2xwK2tycFduZUt1WVpKcUFqb2w4ajQyT25LeTRqWmVUZnBQVWFuK1NzdEdHbjg1K2k4MkVzSm1GaUhxRmlXSjI=,105,问答求助,南校一教捞捞好心人,今天上午10.40，我在南校一教走廊由于低血糖晕倒了，有好心人给我买了面包，缓过来到时候人已经回教室了，迷糊着也没记住你们。希望可以找到你们表达感谢，以及把面包钱转给你们!!捞捞,0,0,2026-06-03 11:04:00,1.7993,求问|校园卡|南校,生活,全校,0.0,0,1,0,10,normal,89,求问|校园卡|南校
2101608154,dFpDSWJaTzVwMzE4M016U2g0MmpaWlNUZTIyRlk0ZHRqWXVFb1krbnFONjRmSit5aTlDVnJvdVMzSmVVaTZldWk2aU1wbzE0a0lDQmVXSjI=,302,恋爱交友,扩列，王者搭子/双人游戏/线下球类,"大家好，我游戏类型很杂、运动也能玩两手，想认识一些志同道合的朋友，线上能一起开黑，线下能约出来动一动。广州校区，lz男生
先说游戏这边——王者日常在打，段位王者20星上下，不是那种上分焦虑型选手，主要图个好玩，欢迎同段位或者想一起爬分的来。单机这边玩得比较杂，魂系、独立游戏、开放世界都碰，从黑魂到荒野大镖客到空洞骑士大概都能聊上几句。最近也在玩双人成行/胡闹厨房，这种合作游戏真的很考验配合，有想一起体验的可以来找我。
线下的话，羽毛球和乒乓球都会打，水平普通但热情不普通，约了基本不鸽。有空可以去学校球场一起打，互相切磋那种，不用特别厉害。
想认识的朋友没有太多要求，聊得来最重要——游戏能一起开黑、运动能约出来、或者就是喜欢聊聊单机、聊聊有意思的东西都行。线上线下都欢迎，同校区的话线下更好约。
感兴趣的话直接私信我，备注一下你是因为哪个点来的，方便我们找到共同话题📧(╹▽╹)",0,0,2026-06-03 11:00:00,1.8659,交友|搭子,社交,全校,0.0,0,1,0,10,normal,392,交友|搭子
2101607896,cjJtanNZVzdzNHVBcUxYWWlvckthWWpNaDZxTlpKNkdobWlWcTRtUno1bkNzcCt1aWJmTmUzNlYwOXFVcnRhZWxLaDhqcHAzZUsrWHIySjI=,105,问答求助,食堂营业时间,"求一个东校三饭的准确营业时间🤕🤕
昨天下午4.48去等到5.10才开始打饭
今早几点去可以打饭捏（自选窗口",0,0,2026-06-03 11:00:00,1.8659,求问|校园卡|东校|食堂,生活,全校,0.0,0,0,0,10,normal,53,求问|校园卡|东校|食堂
2101607441,dG42TnEzL091NHVTMEw3T2w2RzRaNVducHFtRlluOXJnNHg0aTRoOXk5M0RwbldEaEpXNmFKVzV0cldIWjlxS2lNNmVvSVdybXFxQmVXSjI=,101,二手交易,东校出电动车,东校出雅迪电动车，23年9月购入，车况良好，有牌照和校园牌照，可过户。600出，联系方式vx：SYXCJki,1,1,2026-06-03 10:59:00,1.8826,二手交易|闲置|东校,生活,全校,0.0,0,0,0,10,normal,54,二手交易|闲置|东校
2101606621,cjMrZWFZV1dxNHAva3REYmhhK25hSU8yaDYrS2RLcUxqbnFpcEpxQnJhNjJpNmV3aExtemlJcVR1cVNZamJTZWxybW1qWnVhYjRtRmlXSjI=,105,问答求助,南校哪个档口好吃一些,下午去南校办事，没在南校吃过饭，救,0,0,2026-06-03 10:58:00,1.8993,求问|校园卡|南校,生活,全校,0.0,0,0,0,10,normal,17,求问|校园卡|南校
2101604866,c294NW9veTdwNWVUenJIVGlveTBlNVRQWW1pWW0zaWhpbnVhaEl5a25NQzNqNmRxaTdtdnJJdTV1cW1FaXBlVmdzMTNhb21yZkg2WXIySjI=,105,问答求助,现在能申请缓考了吗,lz感觉自己高数学不完了 真的觉得要挂了 最近每天因为堆成山的任务连开始的能量都没有。 想问问现在可不可以申请缓考并且有没有推荐的缓考理由呀 谢谢路过的同学们🥲🥲,0,0,2026-06-03 10:56:00,1.9326,求问|校园卡,生活,全校,0.0,0,0,0,10,normal,81,求问|校园卡
2101602365,dzZXQmdJTzZsckNGdDVXcWZtaWtxSk81aUt1RmlZK3dpcUdhanBxbHZiKzBwWDE5bHFqSXJJS1VxdEdZbjdoN2c5dHJzbzJjaEltS2lXSjI=,105,问答求助,今年校历什么时候出,,0,0,2026-06-03 10:52:00,1.9993,求问|校园卡,生活,全校,0.0,0,0,0,10,normal,0,求问|校园卡
2101601867,dDN5QmZJbXF1cXlFME5DcGxxT29sWktwWTRpSW5tNnhnR1dMc0ppQXl0eXpqWUdFbHBXdVozNm4xTktJaksrdWZ0Q2FnNXQxb29hSWlXSjI=,101,二手交易,中东半价出东方树叶,"中东半价出东方树叶 
一箱茉莉花茶 一箱乌龙茶 每箱500ML×15瓶
原价63 现价29.9
有意私
中东可自取不包邮",0,0,2026-06-03 10:51:00,2.0159,二手交易|闲置,生活,全校,0.0,0,1,0,10,normal,64,二手交易|闲置
2101601503,czQrTmdYK3FyNFdVcDh6S2xvcXdoNVRNZUdpUmQ1MXFsbWVIc1lPbHZidTFhNStSbHFtbmk0dTFuWldYb05LRmZOeUlpWnA1ZkllVnIySjI=,105,问答求助,游泳考核结果在哪里查询,rt.纸质证明找不到了，请问可以在哪个系统上查询到呢？,0,0,2026-06-03 10:51:00,2.0159,求问|校园卡,生活,全校,0.0,0,0,0,20,normal,27,求问|校园卡
2101600938,d29DSWJJelBvNHlGemN2WGluck5xNWJPaEthWlk1Q29ncU9NZ3BlTng2KzdnSnB0aDZldXI0ZTQxTmlDZkp1ZmhOQjhtWW1maDZxRGVXSjI=,101,二手交易,中珠优豹转卡,"出中珠优豹健身卡（7月开始）剩余9个月，明年3月过期，9个月799➕50（转卡费一人出一半）。（美团季卡单卖799）
健身房很大很新，新器械也很多。
挺多中大学生来锻炼的，健身房氛围也很好🤩
联系方式：13005449685",0,0,2026-06-03 10:50:00,2.0326,二手交易|闲置,生活,全校,0.0,0,1,0,10,normal,112,二手交易|闲置
2101600478,dHBCMW81U254WDZEemEyVmhhRGFkbjdPZ0lDUllwbHBsNHFtb1l0OXJiVERzb0J0ZjVhM2lwYTYwOU9WZkp0NWxLaUFqWkYwYjRlSWlXSjI=,105,问答求助,东校苹果校园体验店靠谱吗,想买一台电脑，现在正在考虑是返校季等送个耳机(但我没有耳机的需求)，还是去东校体验店买便宜2000多，有同学在东校买过电脑吗，靠谱吗,0,0,2026-06-03 10:49:00,2.0493,求问|校园卡|东校,生活,全校,0.0,0,0,0,10,normal,66,求问|校园卡|东校
2101598143,cm55WHBYKzZ4WVdWbGJxcmpLS3dkbituWjdLRnEzeUNoMlY4ZjVpbXo5Q3pvbld4aHJ1cnI0V1QxSzJXamNhT2xybUloSVdhcW5xWHIySjI=,101,二手交易,收屏幕灯,"请问有没有老哥想出屏幕灯的，我是34寸曲面带鱼屏，所以最好是曲面屏幕灯，直的也可以但得看看能不能适配
中深",0,0,2026-06-03 10:45:00,2.1159,二手交易|闲置,生活,全校,0.0,0,0,0,10,normal,53,二手交易|闲置
2101597153,dzQrWGhaYTV6V3FGdDlUTGdudW9yb1dUbld5TmhvQnFqbWlJcTQrbXk5SERwcHVobFpYVmdZYXBsYWlHZkp0K2hhcUVlcHVjWnFxRGVXSjI=,101,二手交易,南校出化妆品,rt ,9,1,2026-06-03 10:44:00,2.1326,二手交易|闲置|南校,生活,全校,0.0,0,1,0,10,normal,3,二手交易|闲置|南校
2101589825,dUtSNWI0UzNxbWFTcU5DN2w2SzBwNUxQcW9lWW5LMnhpWXBtYkltQnRhckNhcU9qaTg2N2ZwSzUzTmVZaXE5bGdwSjRhWkdkcHF1S2lXSjI=,302,恋爱交友,喜茶新品东校拼买一送一,有没有东校uu想拼喜茶买一送一 ，可以放店里自取,0,0,2026-06-03 10:32:00,2.3326,交友|搭子|东校,社交,全校,0.0,0,0,0,10,normal,24,交友|搭子|东校
2101589433,dzQ5b2JJYTYwWXVLdHN5cGwzeXNacGFwaEdxT201cDhpNG1Nam94cnNlQ3ZhbXhwaTlETlpwV1MyS21ZakxTT2tyZDNzSVdlYjRHWHIySjI=,108,校园生活,中深游泳,今晚我将继续学习两手交替划水的那个泳，叫什么我不知道，我见到很多人这样游，看起来挺好玩的。如果你游泳时看到有人在池子里乱扑腾疑似溺水，不要惊慌，那是我又失败了,0,0,2026-06-03 10:32:00,2.3326,校园生活|食堂,社交,全校,0.0,0,0,0,10,normal,79,校园生活|食堂
2101587925,dElDZmU0VzYwV2VHemRpcmxxSFNwSVdTcXFpYVlaNTltSHBqcTRGc3FjNnZnSVdPZ0xpbmVvdXBxcnVXZmJCbWdLcWhiSnAzZkh1SGlXSjI=,105,问答求助,求问鸭大法律诊所,南校园办公室在哪里呀，还是说只有东校院楼负一层那个🥹谢谢集u！,0,0,2026-06-03 10:30:00,2.3659,求问|校园卡|南校|东校,生活,全校,0.0,0,0,0,10,normal,31,求问|校园卡|南校|东校
2101587306,dDQ1MWk1ZTN4YkIvazY2MmxYcXdvSU8zZktHWWhxWm9tR2RqYVptUnZhN0NwWTJLaDZlM1pwWE9wcFNNWnJSK2twSnJlcGxpa0krTGlXSjI=,105,问答求助,大家平时写论文和报告都会用ai吗。,是怎么用法。。是生成大纲自己写还是全篇生成然后自己修改………,0,0,2026-06-03 10:29:00,2.3826,求问|校园卡,生活,全校,0.0,0,0,0,10,normal,30,求问|校园卡
2101586135,dGFKNGFZQ1QxWWFIMExiUWwyYTRoMzY0bW9lUmVLMXBsNkdMYVkyaTE5T3dmWmVFaGFpV3JwUE4zTGlJcjhxTWk2cWlzcG1Jakh1WHIySjI=,105,问答求助,研究生还有体育经费么,想问一下研究生还有体育经费么？有的话每年是多少体育经费啊，和本科一样吗,0,0,2026-06-03 10:26:00,2.4326,求问|校园卡,生活,全校,0.0,0,0,0,10,normal,35,求问|校园卡
2101585112,dTRDRmFwWFJwNDJVejc3WWdHYk5aNFRRbldpY2lIeVNpV2VJaW9kcHZKYXRhS3VSbGJqVWFaU3BuZEtVYU1xbWs2aVdmb1NKcHFtRGVXSjI=,101,二手交易,南校收冰箱,南校收二手冰箱啦！预算170上下，最好冷藏冷冻均有，有意向请加v+++++,0,0,2026-06-03 10:25:00,2.4493,二手交易|闲置|南校,生活,全校,0.0,0,1,0,10,normal,37,二手交易|闲置|南校
2101584314,dTJtZmdwZTIxYStUcUxYVGxHV1RvNGUzZUtLWmQ0ZHRpR2lJcVpsL3g3UERvb2l3bGRHcnE0UzRwcm1BZXErdWxaT0lzWVNFYjJpSmlXSjI=,105,问答求助,26届毕业退宿,"非本校升学滚蛋时间求助，什么时候不能住宿舍了
具体时间有没有通知呀，大概的也行，有什么需要注意的吗，谢谢大家
",0,0,2026-06-03 10:24:00,2.4659,求问|校园卡|宿舍,生活,全校,0.0,0,0,0,10,normal,55,求问|校园卡|宿舍
2101582125,dDM5c2U1T29yNmlEdXFtU2xxTzNhSlc0YzJ1RWRwQ3NqbnByb1lPUHk2dTNhbVNxaHF1cXJvWFFxckdLb3NxbWxycUliWXhqaktLT3IySjI=,105,问答求助,我真是脑子抽了才点开一把青,"我滴妈呀 根本走不出来
苦成这样......",0,0,2026-06-03 10:20:00,2.5326,求问|校园卡,生活,全校,0.0,0,0,0,10,normal,22,求问|校园卡
2101581383,cnFSOW81YVRsckNXdXFiTGhHak5ySWpPbm9tR2lJTnJqb3Q3cjRTUHNOeTRwSFd4ZjdpdnJwUFB0cTJOWjdSbmlzK2VwSkY0b211V3IySjI=,105,问答求助,第三弹（）,"孤注一掷求舍友×3，，没有就算了，，
1、新大二女生，深圳校区，理学院。（要是看到的宝宝有认识的但是不怎么刷集市的理学院女宝也可以帮帮忙推一下）
2、如果能22：30左右上床睡觉最理想（很难实现，，），，但无论如何23：00以后不能发出光亮和声响（在自己蚊帐里面或许会好一点），上厕所或特殊急事可以下床。
3、不抽烟不喝酒无影响他人的不良嗜好。
4、可接受在宿舍吃外卖（实在浓郁可以开窗散味等）。
5、非休息时段（除13：00-14：00午休、11：00-7：00晚睡）可接受开麦打电话刷视频打游戏，如果确实需要安静可提醒，会戴耳机。
6、有一定卫生意识，最好主动积极参与值日表制定和定时打扫卫生。当然也可以是各自顾好各自区域的卫生，到了必要时候大扫除。两种模式可商讨。
7、有事开口，有问题就解决，友好讨论合适的解决方法。包括上述4-6点也是可再商讨的。
8、（附加，非必需）偏爱娱乐生活丰富多彩、平时可以玩得来的舍友，，就是一起去吃饭逛街看电影啥的都可以那种，，

补充：
1、没有一句是说原舍友不好的意思。三位原舍友都是很好的人。只是作息问题是硬性的很难调整，性格方面也是顺其自然，如果能找到更合适的舍友大家应该都会更舒服。
2、解释一下上述第2点。说得严重些的话，煮包大概是嗜睡＋精神衰弱，理论上讲不适合住宿但是深圳校区真的太荒凉了租房很难找所以还是打算先试着再住一会儿。煮包体验过一个学期住宿（舍友十二点之后还有事务，哪怕控制了声响和光亮，煮包其实还是会醒，所以实际上入睡是在凌晨一点之后）一个学期走读（平时十点半左右，累的时候十点多一点就上床睡觉），可以明显感受到第二个学期走读之后，整个人精神状态变好了很多。
煮包绝对不会怪舍友，大家都适应了自己的作息没有为了陌生人改变的义务，如果大二还是受不了，我会继续想办法的。",0,0,2026-06-03 10:19:00,2.5493,求问|校园卡|宿舍|租房,生活,全校,0.0,0,0,0,10,normal,765,求问|校园卡|宿舍|租房
2101580916,eEk5OXBvZk9tbjk4bE5UVGhYcktwSC9RZEsrRVlwcDlsbWg0Z29xenVKakRmMnh0bEx1eWE0V3BsYzJYZTdobGZwT01pWXVKZ0xLS2lXSjI=,105,问答求助,我真没招了,我的入党申请书被这些老师弄丢了，收来收去的结果一堆材料都被丢完了，现在甩我一堆烂摊子让我补一堆材料这周之内交，明明很早就都交过，我就说这入党程序就不能规范一点吗？？？？不知道的不知道，装看不见的装看不见，我真没招了吧？,0,0,2026-06-03 10:18:00,2.5659,求问|校园卡,生活,全校,0.0,0,0,0,10,normal,109,求问|校园卡
2101580742,dzR1bXNvZW5zNjJTcU5TbW1IeW9qSVM2ZUtLSWhvQnRnNHFpajVxbHRhdkRpMngrazVPV2JJYVRxcktYakxoL2xkQ1dpNXgzZzJpWHIySjI=,105,问答求助,花钱真的好爽🥹,停不下来怎么办🫣🫣🫣,0,0,2026-06-03 10:17:00,2.5826,求问|校园卡,生活,全校,0.0,0,0,0,10,normal,10,求问|校园卡
2101580743,cm11YmY0YlIwWHlHdHJLeG1IbXNoSWZQaUt5SWg1Q0hnV2lMc1lOK3JkVEZhcVp0aU0rN2pZU3F1dG1VWnNhZmxhaC9hNHhrZzdDV3IySjI=,105,问答求助,奇怪虫子,"每次看到奇怪虫子的时候一个来自北方的小女孩都会悄悄碎掉😭
好担心出现一个就会有另外好多
太害怕了😭",0,0,2026-06-03 10:17:00,2.5826,求问|校园卡,生活,全校,0.0,0,0,0,10,normal,49,求问|校园卡
2101576983,dFkybnBuL2RzNm1XdDY2eGpJdk9nb2FTZUlpY25wMnZoNjVyckkyUHJiaTRmSnVqbHF2RWFvQzNyckdIaXJPc2dzMTRoSVdIZDY2SmlXSjI=,101,二手交易,泡泡玛特娃,还有人玩娃吗，全新未拆封，骨折价出,1,1,2026-06-03 10:12:00,2.6659,二手交易|闲置,生活,全校,0.0,0,1,0,10,normal,17,二手交易|闲置
2101576190,dEk5a2duK3JxcStJcVpYUWhtYThqWVdwbGE2TmRtdU9pSDJhcEllUnBkRzdmWUN4ZjVXcWFaS3F6OWlJZkphdGZaT2FiSnBpakxLR2lXSjI=,101,二手交易,求马原期末思维导图思考题真题资料,rt，有偿无偿均可,0,0,2026-06-03 10:10:00,2.6993,二手交易|闲置,生活,全校,0.0,0,0,0,10,normal,9,二手交易|闲置
2101575959,eEdxWGlwU1dzbXFTdXNqV2xIckdmNFROaUt5YWlJaW9sNGwwYkltTnVkQ3lqSVZwbEtpV2ZKT1VsYzZZamFpTGhLZG5oNHliZ0llSGlXSjI=,105,问答求助,辅修修不完了,辅修能放弃吗，之前选的辅修不是上课时间冲突就是考试时间冲突，学分感觉是修不完了，怎么放弃啊,0,0,2026-06-03 10:10:00,2.6993,求问|校园卡,生活,全校,0.0,0,0,0,10,normal,45,求问|校园卡
2101572727,eEg2ZmtJYVd0Nm1WdHFxN2dYdTBkNE9VZ0tTT2VZZHRnWWltaUppT3ZOM0VqNFdOaGMzRm5vYXExTXFDZmNaOWhxWjRycENHWjIyRGVXSjI=,105,问答求助,去面试应该穿什么呀,男生去面试应该穿什么，西装吗,0,0,2026-06-03 10:04:00,2.7993,求问|校园卡,生活,全校,0.0,0,0,0,10,normal,14,求问|校园卡
2101572645,c21pZm9ZeXFsbytVemRDemxXZmFxNUtWaEs2TW5hYW1oWitWYklxUXo4ZXZhb0duaHFyRmhZcVVxWlNWZk5acWxxaWVyNWgybnJDV3IySjI=,105,问答求助,6.9上午找妆娘,有没有宝宝6.9上午有时间化妆的呀🥺 不带假发化cla系妆 价格可以商量 在东校,0,0,2026-06-03 10:04:00,2.7993,求问|校园卡|东校,生活,全校,0.0,0,0,0,10,normal,40,求问|校园卡|东校
2101570789,dzVCMXI0WFB5WTJGbExYWGpZcTRub3FUb29LRllhNnRtWXVFaDRlTW01bXVzbml2aEpXU2tJak50ZGlNakxSNGtxZG5hSVI0ZkpLS2lXSjI=,105,问答求助,美白精华377,"rt.
有没有宝子用过这个？我妹妹给我推荐的，我就买了来用。网上不是一堆人说用个十天二十天就能白吗，我怎么都用完一盒30支了，感觉还是没啥变化🥲
难道是我的黄皮基因太强大了😭",0,0,2026-06-03 10:01:00,2.8493,求问|校园卡,生活,全校,0.0,0,0,0,10,normal,87,求问|校园卡
2101569969,dzVCMXI0WFB5WTJGbExYWGpZcTRub3FUb29LRllhNnRtWXVFaDRlUnk3ckZqNDJCaTlHM3JJdXB1dGFHZTZScGZxZUFhSm1Gbm02R2lXSjI=,105,问答求助,明日方舟主线3-8二次呼吸碎骨,"rt.
能不能来个人帮我过一下这关啊🥲🥲🥲🥲🥲
我在这里磨了一周了😭😭😭😭😭
甚至去小红书和B站找了攻略，结果发现自己跟着做都过不了😭😭😭😭😭",0,0,2026-06-03 10:00:00,2.8659,求问|校园卡,生活,全校,0.0,0,0,0,10,normal,71,求问|校园卡
2101569317,dXFLSmlwYW5zNnlVa3FxM2xtVzRycGE0ZDIyT2VZeG9sMmlBb1psOG05N0RrSWh1Z2Flam9aV1UwTmlVcjZPdGk2aWhzSnQ1Z0hxRmlXSjI=,105,问答求助,AI知识扫盲,lz文科男，对编程一窍不通，看了网上各种AI最前沿的应用和各类五花八门的名词感觉已经是山顶洞人了，但是在网上搜索各种教程，各种科普感觉眼花缭乱，完全天书一样。因此想找懂行的同学能线下指点一二，主要是帮忙搭一些基础配置，讲解一些名词，展示一些操作，有偿。感兴趣的同学可以+w ,0,0,2026-06-03 09:59:00,2.8826,求问|校园卡,生活,全校,0.0,0,0,0,10,normal,137,求问|校园卡
2101567503,cm9DQWJZYlF1MmFTdU15MWxtZXNhSkxPaUdpTG5vQ2tmNjkwYVl0cXo3MjNmNGx1bDdxdmZvWE9wczJFYU1wb2ZKU1dnSW1KZUpLVnIySjI=,105,问答求助,中珠医务室在哪,,0,0,2026-06-03 09:55:00,2.9493,求问|校园卡,生活,全校,0.0,0,0,0,10,normal,0,求问|校园卡
2101566295,dTQ2TmZJemRxbWw5azY2MWpYcThnNHFTbnEySm5ZeHRnWitNcElxa3ZiQ3ZqWDJ4ZjlDU2U1SzZwcldVZmJpRmhhbXFwWXVHbnF1SGlXSjI=,105,问答求助,东校图书馆怎么老是这么吵。。。,没招了，一楼到底在干嘛。。还有工作人员也老是大声说话,0,0,2026-06-03 09:53:00,2.9826,求问|校园卡|东校|图书馆,生活,全校,0.0,0,0,0,10,normal,26,求问|校园卡|东校|图书馆
