user_id,long_term_tags,short_term_tags,preferred_boards,active_time_period,preferred_location,learning_interest_weight,life_interest_weight,social_interest_weight,career_interest_weight,avg_dwell_time,click_rate,like_rate,collect_rate,comment_rate,last_update_time
eGFXcXNYK1Z0Nk4vdWN5cmxXaXJyb0tWaEhxWm41cURobnVpc1lxbXg1eXphR2lTak4zTmE0ZVQxTktWZTgydGhaUmpyWTUwYjRXV3IySjI=,求问|校园卡|图书馆|二手交易|闲置|教材|租房|活动,求问|校园卡|图书馆|二手交易|闲置|教材,问答求助|二手交易|社团活动,晚上,教学区,0.0,0.0,1.0,0.0,66.1,0.196078,0.039216,0.019608,0.019608,2026-06-03 14:50:12
cjVCNGE0ek5wNjZGenE3VGpXZTNaSC9PYzZxRmVJaXRpbnBucm9scXp0MjFnSUdobHJpbnNJV3AzS3lCb2M2bmc3aDByWTEzZjJxV3IySjI=,校园卡|求问|打印店|宿舍|课程资料,校园卡|求问|打印店|宿舍|课程资料,问答求助,深夜,教学区,0.0,1.0,0.0,0.0,57.7,0.181818,0.054545,0.036364,0.054545,2026-06-03 14:50:12
cjMrRms1ZXJyNE4vcWR2YWlJdktySkxjbHFlTG5hYXJpNkdpajVxbTA2KzFrSFd6bHMrN281UFF0cTZJZTZTRGdMcUxhWkNkZkdpQ2VXSjI=,二手交易|闲置|校园卡|教学楼|租房|教材|电动车|东校,二手交易|闲置|校园卡|教学楼|租房|教材,二手交易|失物招领|考研保研,早上,教学区,0.0,0.0,0.0,0.0,61.307692,0.1625,0.05,0.025,0.05,2026-06-03 14:50:12
dG9DanFaZlJ0bWFMcHJLV2dHZXdqSk9tZ0tpTFpJQ0VtR2VxcElTTno3N0RnSDJ0aGFxVnFIN1Fxc3lWZXM2R2hicUlySXVyaUkrSGlXSjI=,交友|搭子|拍照|羽毛球|活动|志愿服务|社团|校园卡,羽毛球|拍照|搭子|交友|活动,恋爱交友|社团活动|问答求助,晚上,教学区,0.0,0.0,1.0,0.0,81.615385,0.175676,0.054054,0.0,0.013514,2026-06-03 14:50:12
eFdwb29wZlJ5YStGazYyVmdLTFNpSlMyakxLTWQ2WnRsbnhuYm95T3k2eTNwcHF5Zjg3RmpvYTVxc3lJakplRWk1V0VxNW1jZ0s2Q2VXSjI=,校园卡|宿舍|课程资料|求问|打印店,校园卡|求问|课程资料|打印店|宿舍,问答求助,早上,教学区,0.700457,0.299543,0.0,0.0,72.117647,0.25,0.058824,0.029412,0.044118,2026-06-03 14:50:12
czQrRmdaV3IwWW1FcHNpa2xwK2tycFduZUt1WVpKcUFqb2w4ajQyT25LeTRqWmVUZnBQVWFuK1NzdEdHbjg1K2k4MkVzSm1GaUhxRmlXSjI=,求问|校园卡|课程资料|打印店|宿舍|租房,求问|校园卡|课程资料|打印店|宿舍|租房,问答求助,深夜,教学区,0.371869,0.628131,0.0,0.0,66.166667,0.090909,0.075758,0.030303,0.015152,2026-06-03 14:50:12
dFpDSWJaTzVwMzE4M016U2g0MmpaWlNUZTIyRlk0ZHRqWXVFb1krbnFONjRmSit5aTlDVnJvdVMzSmVVaTZldWk2aU1wbzE0a0lDQmVXSjI=,交友|活动|搭子|羽毛球|志愿服务|拍照|招新|社团,交友|活动|搭子|羽毛球|志愿服务|拍照,恋爱交友|社团活动|课程评价|校园生活,中午,教学区,0.0,0.0,0.0,0.0,71.6875,0.231884,0.057971,0.014493,0.0,2026-06-03 14:50:12
cjJtanNZVzdzNHVBcUxYWWlvckthWWpNaDZxTlpKNkdobWlWcTRtUno1bkNzcCt1aWJmTmUzNlYwOXFVcnRhZWxLaDhqcHAzZUsrWHIySjI=,校园卡|求问|打印店|课程资料|宿舍|食堂|校园生活|窗口测评,校园卡|求问|打印店|课程资料|宿舍|校园生活,问答求助|食堂生活|校园生活,深夜,教学区,0.0,0.0,0.0,0.0,75.916667,0.226415,0.0,0.018868,0.018868,2026-06-03 14:50:12
dG42TnEzL091NHVTMEw3T2w2RzRaNVducHFtRlluOXJnNHg0aTRoOXk5M0RwbldEaEpXNmFKVzV0cldIWjlxS2lNNmVvSVdybXFxQmVXSjI=,闲置|二手交易|租房|教材|电动车|南校|求问|校园卡,二手交易|闲置,二手交易|问答求助|恋爱交友,早上,教学区,0.0,0.0,0.0,0.0,79.5,0.129032,0.096774,0.0,0.016129,2026-06-03 14:50:12
cjMrZWFZV1dxNHAva3REYmhhK25hSU8yaDYrS2RLcUxqbnFpcEpxQnJhNjJpNmV3aExtemlJcVR1cVNZamJTZWxybW1qWnVhYjRtRmlXSjI=,求问|校园卡|教材|租房|二手交易|闲置|电动车|课程资料,求问|校园卡|教材|租房|二手交易|闲置,问答求助|二手交易|校园生活,下午,教学区,0.0,0.0,0.0,0.0,48.285714,0.114754,0.032787,0.016393,0.0,2026-06-03 14:50:12
c294NW9veTdwNWVUenJIVGlveTBlNVRQWW1pWW0zaWhpbnVhaEl5a25NQzNqNmRxaTdtdnJJdTV1cW1FaXBlVmdzMTNhb21yZkg2WXIySjI=,求问|宿舍|校园卡|打印店|交友|搭子|拍照|羽毛球,搭子|拍照|羽毛球|交友|活动,问答求助|恋爱交友|校园生活,晚上,教学区,0.0,1.0,0.0,0.0,78.764706,0.278689,0.081967,0.032787,0.04918,2026-06-03 14:50:12
dzZXQmdJTzZsckNGdDVXcWZtaWtxSk81aUt1RmlZK3dpcUdhanBxbHZiKzBwWDE5bHFqSXJJS1VxdEdZbjdoN2c5dHJzbzJjaEltS2lXSjI=,校园卡|求问|宿舍|课程资料|打印店|闲置|电动车|东校,校园卡|求问|宿舍|课程资料|打印店|闲置,问答求助|二手交易,深夜,教学区,0.0,1.0,0.0,0.0,75.642857,0.21875,0.09375,0.046875,0.015625,2026-06-03 14:50:12
dDN5QmZJbXF1cXlFME5DcGxxT29sWktwWTRpSW5tNnhnR1dMc0ppQXl0eXpqWUdFbHBXdVozNm4xTktJaksrdWZ0Q2FnNXQxb29hSWlXSjI=,二手交易|电动车|闲置|租房|教材|课程评价|选课|期末,电动车|二手交易,二手交易|课程评价|问答求助,早上,教学区,0.0,0.0,0.0,0.0,81.545455,0.203704,0.037037,0.0,0.037037,2026-06-03 14:50:12
czQrTmdYK3FyNFdVcDh6S2xvcXdoNVRNZUdpUmQ1MXFsbWVIc1lPbHZidTFhNStSbHFtbmk0dTFuWldYb05LRmZOeUlpWnA1ZkllVnIySjI=,求问|校园卡|宿舍|打印店|课程资料|租房|闲置|教材,求问|校园卡|宿舍|打印店|课程资料|租房,问答求助|二手交易,早上,教学区,0.0,0.0,0.0,0.0,77.6,0.192308,0.076923,0.057692,0.019231,2026-06-03 14:50:12
d29DSWJJelBvNHlGemN2WGluck5xNWJPaEthWlk1Q29ncU9NZ3BlTng2KzdnSnB0aDZldXI0ZTQxTmlDZkp1ZmhOQjhtWW1maDZxRGVXSjI=,二手交易|闲置|教材|租房|电动车|求问|校园卡|宿舍,闲置|租房|教材|二手交易,二手交易|问答求助,深夜,教学区,1.0,0.0,0.0,0.0,68.090909,0.183333,0.05,0.066667,0.033333,2026-06-03 14:50:12
dHBCMW81U254WDZEemEyVmhhRGFkbjdPZ0lDUllwbHBsNHFtb1l0OXJiVERzb0J0ZjVhM2lwYTYwOU9WZkp0NWxLaUFqWkYwYjRlSWlXSjI=,求问|校园卡|课程资料|打印店|宿舍|校车,求问|校园卡|课程资料|打印店|宿舍|校车,问答求助|校园生活,深夜,教学区,0.0,0.0,0.0,0.0,81.571429,0.208955,0.044776,0.029851,0.014925,2026-06-03 14:50:12
cm55WHBYKzZ4WVdWbGJxcmpLS3dkbituWjdLRnEzeUNoMlY4ZjVpbXo5Q3pvbld4aHJ1cnI0V1QxSzJXamNhT2xybUloSVdhcW5xWHIySjI=,闲置|二手交易|租房|教材|电动车|求问|宿舍|校园卡,租房|闲置|二手交易|电动车|教材,二手交易|问答求助,深夜,教学区,0.0,1.0,0.0,0.0,58.3,0.2,0.1,0.02,0.0,2026-06-03 14:50:12
dzQrWGhaYTV6V3FGdDlUTGdudW9yb1dUbld5TmhvQnFqbWlJcTQrbXk5SERwcHVobFpYVmdZYXBsYWlHZkp0K2hhcUVlcHVjWnFxRGVXSjI=,二手交易|闲置|教材|租房|电动车|南校|宿舍|课程资料,二手交易|闲置|教材|租房|电动车|南校,二手交易|问答求助,早上,教学区,1.0,0.0,0.0,0.0,71.692308,0.206349,0.031746,0.015873,0.047619,2026-06-03 14:50:12
dUtSNWI0UzNxbWFTcU5DN2w2SzBwNUxQcW9lWW5LMnhpWXBtYkltQnRhckNhcU9qaTg2N2ZwSzUzTmVZaXE5bGdwSjRhWkdkcHF1S2lXSjI=,交友|搭子|拍照|活动|羽毛球|志愿服务|招新|社团,搭子|羽毛球|活动|拍照|交友,恋爱交友|社团活动|兼职实习|问答求助,深夜,教学区,0.0,0.0,0.884907,0.115093,93.857143,0.111111,0.047619,0.047619,0.015873,2026-06-03 14:50:12
dzQ5b2JJYTYwWXVLdHN5cGwzeXNacGFwaEdxT201cDhpNG1Nam94cnNlQ3ZhbXhwaTlETlpwV1MyS21ZakxTT2tyZDNzSVdlYjRHWHIySjI=,食堂|校园生活|宿舍|校车|二手交易|闲置|南校|共享厨房,食堂|校园生活|宿舍|校车|二手交易|闲置,校园生活|二手交易|食堂生活|恋爱交友,早上,教学区,0.0,0.0,1.0,0.0,87.909091,0.180328,0.114754,0.032787,0.016393,2026-06-03 14:50:12
dElDZmU0VzYwV2VHemRpcmxxSFNwSVdTcXFpYVlaNTltSHBqcTRGc3FjNnZnSVdPZ0xpbmVvdXBxcnVXZmJCbWdLcWhiSnAzZkh1SGlXSjI=,求问|课程资料|校园卡|宿舍|打印店|交友|搭子|校园生活,求问|课程资料|校园卡|宿舍|打印店|交友,问答求助|恋爱交友|校园生活,早上,教学区,0.0,0.0,1.0,0.0,64.5,0.259259,0.037037,0.0,0.0,2026-06-03 14:50:12
dDQ1MWk1ZTN4YkIvazY2MmxYcXdvSU8zZktHWWhxWm9tR2RqYVptUnZhN0NwWTJLaDZlM1pwWE9wcFNNWnJSK2twSnJlcGxpa0krTGlXSjI=,校园卡|求问|打印店|课程资料|宿舍|东校|南校|钥匙,校园卡|求问|打印店|课程资料|宿舍|东校,问答求助|失物招领,晚上,教学区,0.0,1.0,0.0,0.0,63.333333,0.238095,0.031746,0.047619,0.031746,2026-06-03 14:50:12
dGFKNGFZQ1QxWWFIMExiUWwyYTRoMzY0bW9lUmVLMXBsNkdMYVkyaTE5T3dmWmVFaGFpV3JwUE4zTGlJcjhxTWk2cWlzcG1Jakh1WHIySjI=,求问|校园卡|打印店|课程资料|宿舍|东校|闲置|教材,求问|校园卡,问答求助|二手交易,早上,教学区,0.0,1.0,0.0,0.0,77.714286,0.233333,0.016667,0.016667,0.083333,2026-06-03 14:50:12
dTRDRmFwWFJwNDJVejc3WWdHYk5aNFRRbldpY2lIeVNpV2VJaW9kcHZKYXRhS3VSbGJqVWFaU3BuZEtVYU1xbWs2aVdmb1NKcHFtRGVXSjI=,二手交易|教材|闲置|租房|求问|校园卡|电动车|宿舍,二手交易|教材|闲置|租房|求问|校园卡,二手交易|问答求助,早上,教学区,0.0,0.0,0.0,0.0,78.666667,0.173077,0.057692,0.0,0.038462,2026-06-03 14:50:12
dTJtZmdwZTIxYStUcUxYVGxHV1RvNGUzZUtLWmQ0ZHRpR2lJcVpsL3g3UERvb2l3bGRHcnE0UzRwcm1BZXErdWxaT0lzWVNFYjJpSmlXSjI=,校园卡|求问|课程资料|打印店|宿舍|校车|南校|校园生活,求问|校园卡|课程资料|打印店,问答求助|校园生活,深夜,教学区,0.849616,0.150384,0.0,0.0,73.894737,0.253333,0.013333,0.066667,0.066667,2026-06-03 14:50:12
dDM5c2U1T29yNmlEdXFtU2xxTzNhSlc0YzJ1RWRwQ3NqbnByb1lPUHk2dTNhbVNxaHF1cXJvWFFxckdLb3NxbWxycUliWXhqaktLT3IySjI=,校园卡|求问|宿舍|课程资料|打印店|南校|图书馆,校园卡|求问|宿舍|课程资料|打印店|南校,问答求助,晚上,教学区,0.634637,0.365363,0.0,0.0,83.3,0.188679,0.056604,0.037736,0.018868,2026-06-03 14:50:12
cnFSOW81YVRsckNXdXFiTGhHak5ySWpPbm9tR2lJTnJqb3Q3cjRTUHNOeTRwSFd4ZjdpdnJwUFB0cTJOWjdSbmlzK2VwSkY0b211V3IySjI=,求问|校园卡|打印店|宿舍|课程资料|租房|闲置|电动车,宿舍|求问|校园卡|打印店,问答求助|二手交易,深夜,教学区,0.106852,0.893148,0.0,0.0,94.5,0.16129,0.032258,0.032258,0.032258,2026-06-03 14:50:12
eEk5OXBvZk9tbjk4bE5UVGhYcktwSC9RZEsrRVlwcDlsbWg0Z29xenVKakRmMnh0bEx1eWE0V3BsYzJYZTdobGZwT01pWXVKZ0xLS2lXSjI=,校园卡|求问|宿舍|课程资料|打印店|东校|图书馆|搭子,校园卡|求问|宿舍|课程资料|打印店|东校,问答求助|恋爱交友,深夜,教学区,0.594603,0.405397,0.0,0.0,66.0,0.390625,0.125,0.015625,0.0,2026-06-03 14:50:12
dzR1bXNvZW5zNjJTcU5TbW1IeW9qSVM2ZUtLSWhvQnRnNHFpajVxbHRhdkRpMngrazVPV2JJYVRxcktYakxoL2xkQ1dpNXgzZzJpWHIySjI=,求问|校园卡|东校|食堂|课程资料|打印店|老师|期末,求问|校园卡|东校|食堂|课程资料,问答求助|课程评价|失物招领,深夜,教学区,0.147528,0.852472,0.0,0.0,73.055556,0.268657,0.044776,0.044776,0.0,2026-06-03 14:50:12
cm11YmY0YlIwWHlHdHJLeG1IbXNoSWZQaUt5SWg1Q0hnV2lMc1lOK3JkVEZhcVp0aU0rN2pZU3F1dG1VWnNhZmxhaC9hNHhrZzdDV3IySjI=,求问|校园卡|宿舍|打印店|课程资料|拍照|活动|羽毛球,求问|校园卡|宿舍|打印店|课程资料|拍照,问答求助|恋爱交友,中午,教学区,0.0,0.0,0.0,0.0,65.538462,0.180556,0.111111,0.027778,0.027778,2026-06-03 14:50:12
dFkybnBuL2RzNm1XdDY2eGpJdk9nb2FTZUlpY25wMnZoNjVyckkyUHJiaTRmSnVqbHF2RWFvQzNyckdIaXJPc2dzMTRoSVdIZDY2SmlXSjI=,闲置|租房|二手交易|电动车|教材,二手交易|电动车|租房|闲置|教材,二手交易,深夜,教学区,0.0,1.0,0.0,0.0,58.6,0.089286,0.107143,0.035714,0.053571,2026-06-03 14:50:12
dEk5a2duK3JxcStJcVpYUWhtYThqWVdwbGE2TmRtdU9pSDJhcEllUnBkRzdmWUN4ZjVXcWFaS3F6OWlJZkphdGZaT2FiSnBpakxLR2lXSjI=,闲置|教材|二手交易|租房|电动车|课程资料|求问|宿舍,闲置|电动车|租房|教材|二手交易,二手交易|问答求助,早上,教学区,0.0,1.0,0.0,0.0,88.117647,0.253731,0.089552,0.014925,0.029851,2026-06-03 14:50:12
eEdxWGlwU1dzbXFTdXNqV2xIckdmNFROaUt5YWlJaW9sNGwwYkltTnVkQ3lqSVZwbEtpV2ZKT1VsYzZZamFpTGhLZG5oNHliZ0llSGlXSjI=,校园卡|求问|课程资料|宿舍|打印店,校园卡|求问|课程资料|宿舍|打印店,问答求助,早上,教学区,1.0,0.0,0.0,0.0,66.714286,0.297872,0.085106,0.0,0.0,2026-06-03 14:50:12
eEg2ZmtJYVd0Nm1WdHFxN2dYdTBkNE9VZ0tTT2VZZHRnWWltaUppT3ZOM0VqNFdOaGMzRm5vYXExTXFDZmNaOWhxWjRycENHWjIyRGVXSjI=,求问|校园卡|打印店|课程资料|宿舍|二手交易|闲置|钥匙,求问|校园卡,问答求助|二手交易|失物招领,深夜,教学区,0.00791,0.99209,0.0,0.0,75.066667,0.263158,0.052632,0.035088,0.017544,2026-06-03 14:50:12
c21pZm9ZeXFsbytVemRDemxXZmFxNUtWaEs2TW5hYW1oWitWYklxUXo4ZXZhb0duaHFyRmhZcVVxWlNWZk5acWxxaWVyNWgybnJDV3IySjI=,校园卡|求问|打印店|宿舍|课程资料|东校,校园卡|求问|打印店|宿舍|课程资料|东校,问答求助,深夜,教学区,0.0,1.0,0.0,0.0,77.928571,0.194444,0.083333,0.027778,0.0,2026-06-03 14:50:12
dzVCMXI0WFB5WTJGbExYWGpZcTRub3FUb29LRllhNnRtWXVFaDRlTW01bXVzbml2aEpXU2tJak50ZGlNakxSNGtxZG5hSVI0ZkpLS2lXSjI=,校园卡|求问|宿舍|打印店|课程资料|复习资料|学习交流|学习经验,校园卡|求问|课程资料|宿舍|打印店,问答求助|学习交流,早上,教学区,0.326588,0.673412,0.0,0.0,73.923077,0.25,0.096154,0.0,0.038462,2026-06-03 14:50:12
dzVCMXI0WFB5WTJGbExYWGpZcTRub3FUb29LRllhNnRtWXVFaDRlUnk3ckZqNDJCaTlHM3JJdXB1dGFHZTZScGZxZUFhSm1Gbm02R2lXSjI=,求问|校园卡|宿舍|课程资料|打印店|东校|食堂|电动车,求问|校园卡,问答求助|二手交易,早上,教学区,0.0,1.0,0.0,0.0,61.75,0.176471,0.088235,0.029412,0.058824,2026-06-03 14:50:12
dXFLSmlwYW5zNnlVa3FxM2xtVzRycGE0ZDIyT2VZeG9sMmlBb1psOG05N0RrSWh1Z2Flam9aV1UwTmlVcjZPdGk2aWhzSnQ1Z0hxRmlXSjI=,求问|校园卡|宿舍|打印店|课程资料|租房|南校|东校,宿舍|校园卡|课程资料|求问|打印店,问答求助|二手交易|恋爱交友,晚上,教学区,1.0,0.0,0.0,0.0,66.692308,0.245283,0.056604,0.0,0.037736,2026-06-03 14:50:12
cm9DQWJZYlF1MmFTdU15MWxtZXNhSkxPaUdpTG5vQ2tmNjkwYVl0cXo3MjNmNGx1bDdxdmZvWE9wczJFYU1wb2ZKU1dnSW1KZUpLVnIySjI=,求问|宿舍|课程资料|校园卡|打印店|活动|搭子|拍照,求问|宿舍|课程资料|校园卡|打印店|活动,问答求助|恋爱交友|失物招领,下午,教学区,0.0,0.0,1.0,0.0,77.714286,0.21875,0.03125,0.03125,0.03125,2026-06-03 14:50:12
dTQ2TmZJemRxbWw5azY2MWpYcThnNHFTbnEySm5ZeHRnWitNcElxa3ZiQ3ZqWDJ4ZjlDU2U1SzZwcldVZmJpRmhhbXFwWXVHbnF1SGlXSjI=,校园卡|课程资料|求问|宿舍|失物招领|教学楼|证件|钥匙,校园卡|课程资料,问答求助|失物招领,早上,教学区,1.0,0.0,0.0,0.0,73.2,0.066667,0.053333,0.013333,0.053333,2026-06-03 14:50:12
dFg2QmZJdVZxMzJIMExLemduM1NucE9VbG91Q1laQ1JpM3Q0cW9xT21LbTdnS04vaU16VWE1Yk50cWVOWjhhS2xzK3FiSXljbW4yTnIySjI=,宿舍|校车|校园卡|求问|南校|打印店|课程资料|图书馆,宿舍|校车|求问|校园卡|南校,校园生活|问答求助,早上,教学区,0.0,1.0,0.0,0.0,60.076923,0.209677,0.129032,0.048387,0.048387,2026-06-03 14:50:12
dzR5RnNJVFFybWFHM0xhNWdudThvNHVuZzdDSmRZU3JnWXA0a28rano5M0ZqM21EbGMzRm5vaXBzWmFVWjVPRGlybU1tWkdJZ0c2WXIySjI=,宿舍|打印店|校园卡|课程资料|闲置|二手交易|教材|电动车,宿舍|打印店|课程资料|校园卡,问答求助|二手交易|恋爱交友|校园生活,早上,教学区,0.0,0.0,1.0,0.0,70.0,0.15873,0.031746,0.0,0.031746,2026-06-03 14:50:12
dEthZmJaT29zMmlHcXNpWGpZdWpxNVROWTdDUmVLMnVtS0dXa0l5bXFicTFwbmx0aGJpdmpwUzRxWlNFWmJ5RGk4Mk1ocGgybW5xSGlXSjI=,校园卡|课程资料|打印店|求问|宿舍|校园生活|食堂|图书馆,课程资料|校园卡|打印店,问答求助|校园生活,早上,教学区,1.0,0.0,0.0,0.0,80.2,0.166667,0.066667,0.033333,0.033333,2026-06-03 14:50:12
eFkrRms1UE56YkNDdGRlV2lXaXNuSlBRbFd5YWhZUi9tWTJJZTVxbnNhaTZhcCtBakpXYXBKVzJ2dENIak5acGdyZW1hbzEzZkgyRmlXSjI=,二手交易|闲置|教材|租房|电动车|南校|搭子|拍照,二手交易|闲置|教材|租房|电动车|南校,二手交易|恋爱交友,早上,教学区,0.0,0.0,1.0,0.0,59.571429,0.245614,0.017544,0.035088,0.035088,2026-06-03 14:50:12
cm82QnJvemRxbW1Va3JuYmpJdXNycFBRaUsrUWlZQjhsWHBqYXBoOXZiQzNmNDJIaHFxdmFZZlB5NVNHamNtdWhxWjBob2llaEpHWHIySjI=,校园卡|宿舍|求问|课程资料|打印店|钥匙|失物招领|教学楼,校园卡|宿舍|求问|课程资料|打印店|钥匙,问答求助|失物招领|二手交易|校园生活,深夜,教学区,0.0,0.0,0.0,0.0,92.307692,0.245283,0.09434,0.018868,0.056604,2026-06-03 14:50:12
dzJxanFaZXB4WWVWdWEzVGphRzBvWDNjZElxUW5xNTZtS0dlYklTQXg4ZkVwWDJRaHRDVmEzNnAxSk9JZWJDS2hxbVdyNXFjb29PRGVXSjI=,求问|校园卡|课程资料|打印店|宿舍|东校|食堂|课程评价,校园卡|求问|课程资料|打印店|宿舍,问答求助|课程评价,深夜,教学区,0.0,1.0,0.0,0.0,76.555556,0.152542,0.050847,0.016949,0.033898,2026-06-03 14:50:12
czMxbnNaU251NUNBcHI2cGlHVzhkNGE2ZktXRlk2S0poMmlpZ28rbTA5dkZvMzJ5Z0xpN2VwV295TnVIWnNxTmhaUjhwSnFGaklTRGVXSjI=,校园卡|求问|课程资料|打印店|宿舍|校车,求问|校园卡|课程资料,问答求助|校园生活,早上,教学区,0.512789,0.487211,0.0,0.0,80.05,0.307692,0.138462,0.030769,0.030769,2026-06-03 14:50:12
dUtWc2lJaW9scUtTdWRDNGhubXpaSUMzbm5xRm5wbXdobzJpbzVDbTI5ckVmcHRyaHM2U29KVE8xTkNKWjdTVmxxcWVob3ViaDdDTnIySjI=,校园卡|求问|课程资料|宿舍|打印店|校车|南校,校园卡|求问|课程资料|宿舍|打印店|校车,问答求助|校园生活,晚上,教学区,0.0,1.0,0.0,0.0,53.625,0.115942,0.086957,0.043478,0.086957,2026-06-03 14:50:12
eFkxNWo0ZTdxNHVMazZxdGw0dTRkMzY2ZktxT2hZU3NsMmVWYklXTnJkMnZmNStEZjVUTmVZT1RzcWFZaXF5Vms3bWxhNXRocldpTGlXSjI=,校园卡|打印店|宿舍|求问|课程资料|交友|搭子|羽毛球,校园卡|打印店,问答求助|恋爱交友,下午,教学区,0.511629,0.488371,0.0,0.0,67.076923,0.220339,0.084746,0.016949,0.050847,2026-06-03 14:50:12
dXFXbnJaU3FrcStTMjUzT2dhTFdvSWJOYTZDRVlZeVJnb3VJclp1TnZiQzBhR1NoZ05Demg0clExTnFJb2Nab2haS0VmWU5qcW4rT3IySjI=,电动车|闲置|二手交易|教材|租房|课程资料|校园卡,电动车|闲置|二手交易|教材|租房|课程资料,二手交易|问答求助,早上,教学区,0.0,0.0,0.0,0.0,68.0,0.236364,0.054545,0.018182,0.018182,2026-06-03 14:50:12
